ASIN,Sentiment Score
B08NP2HY8Q,2.5
B08NPDBN9P,2.5
B08NPD17BL,3.0
B08NPBYY35,2.5
B08NPTF66S,3.0
B08NPK4CJN,2.5
B09T775YCP,1.0
B08MV26J7C,2.533333333333333
B082TC6KL9,2.5
B079Z36PRK,3.4
B01M2VRUS0,1.0
B0888FJHX9,5.0
