ASIN,Title,Brand,Latest Selling Price,Latest BSR,Reviews,Ratings,Sentiment Score,Details Changed,Original Price,Last Day Selling Price,Last Day BSR,Estimated Sales,Availability,Category,Gender
208994,Tresemme Keratin Smooth With Argan Oil Shampoo,Tresemme,180,224,2568,4.4,NA,NA,180,180,226,0,1,Shampoo,
881205,Tresemme Keratin Shampoo + Mask Combo,Tresemme,854,225,19,4.5,NA,NA,1220,854,230,0,1,Combos @ Nykaa,
430559,Tresemme Hair Fall Defense Combo (Buy 1Ltr Shampoo and Get 190ml Conditioner Free),Tresemme,854,279,89,4.5,NA,NA,1068,943,279,0,1,Combos @ Nykaa,
1488687,Tresemme Keratin Smooth Shampoo + Mask + Serum,Tresemme,1256,329,,4.5,NA,NA,1570,1256,326,0,1,,
774831,Tresemme Thick & Full Shampoo,Tresemme,128,339,25,4.3,NA,NA,150,128,346,0,1,Shampoo,
14684,Tresemme Hair Spa Rejuvenation Shampoo,Tresemme,488,341,505,4.4,NA,NA,610,488,349,0,1,Shampoo,
774832,Tresemme Thick & Full Shampoo,Tresemme,496,389,18,4.4,NA,NA,620,496,394,0,1,Shampoo,
117532,Tresemme Botanique Detox & Restore Shampoo,Tresemme,488,413,481,4.3,NA,NA,610,488,410,0,1,Shampoo,
5788864,TRESemme Pro Pure Moisture Boost Shampoo with Aloe Essence Sulphate Free & Paraben Free,Tresemme,450,377,4,4.8,NA,NA,500,450,374,0,1,Shampoo,
881204,Tresemme Keratin Haircare Combo,Tresemme,1440,493,74,4.5,NA,NA,1440,1440,499,0,1,Combos @ Nykaa,
546747,Head & Shoulders Smooth & Silky Shampoo,Head & Shoulders,712,106,258,4.4,NA,NA,890,688,108,0,1,Shampoo,
937932,Head & Shoulders Neem Anti-Dandruff Shampoo,Head & Shoulders,700,214,119,4.4,NA,NA,875,871,242,0,1,Shampoo,
4240687,Head & Shoulders 2-in-1 Anti-hairfall Anti-dandruff Shampoo + Conditioner In One,Head & Shoulders,450,265,7,4.4,NA,NA,899,719,260,0,1,,
546751,Head & Shoulders Anti Hair Fall Shampoo,Head & Shoulders,75,333,155,4.4,NA,NA,75,75,334,0,1,Shampoo,
546745,Head & Shoulders Cool Menthol 2-in-1 Anti-Dandruff Shampoo + Conditioner,Head & Shoulders,760,338,69,4.4,NA,NA,950,760,338,0,1,Shampoo,
359049,Head & Shoulders Silky Black Shampoo,Head & Shoulders,559,416,81,4.5,NA,NA,699,559,404,0,1,Shampoo,
442741,Head & Shoulders 2 in 1 Active Protect Anti Dandruff Shampoo + Conditioner,Head & Shoulders,660,402,102,4.4,NA,NA,825,660,409,0,1,,
10772,Head & Shoulders Anti Dandruff Lemon Fresh Shampoo,Head & Shoulders,170,476,153,4.4,NA,NA,170,170,478,0,1,Shampoo,
218621,Head & Shoulders Anti Hair Fall Shampoo,Head & Shoulders,592,577,141,4.4,NA,NA,740,592,574,0,1,Shampoo,
240535,Head & Shoulders Cool Menthol 2-in-1 Shampoo + Conditioner,Head & Shoulders,220,641,128,4.2,NA,NA,220,220,656,0,1,Shampoo,
5391987,Head & Shoulders 2 In 1 Anti Dandruff Shampoo & Smooth And Silky Conditioner,Head & Shoulders,1700,,4,4.4,NA,NA,1700,1700,,0,1,Combos @ Nykaa,
499339,Head & Shoulders Smooth & Silky Shampoo + Conditioner (Pack Of 2),Head & Shoulders,798,,11,4.5,NA,NA,798,798,,0,1,Combos @ Nykaa,
499307,Head & Shoulders Silky Black Anti Dandruff Shampoo (Pack Of 2),Head & Shoulders,630,,,4.7,NA,NA,630,630,,0,1,Combos @ Nykaa,
499308,Head & Shoulders Cool Menthol 2-in-1 Shampoo + Conditioner (Pack Of 2),Head & Shoulders,798,,,5,NA,NA,798,798,,0,1,Combos @ Nykaa,
499340,Head & Shoulders Anti Hair Fall Shampoo (Pack Of 2),Head & Shoulders,630,,,4.4,NA,NA,630,630,,0,1,Combos @ Nykaa,
