ASIN,Title,Brand,Latest Selling Price,Latest BSR,Reviews,Ratings,Sentiment Score,Details Changed,Original Price,Last Day Selling Price,Last Day BSR,Estimated Sales,Availability,Category,Gender
1488674,Tresemme Keratin Smooth Shampoo + Conditioner + Serum,Tresemme,1006.0,557.0,9,4.4,NA,NA,1415.0,919.0,574.0,0.0,1.0,,
7678,Tresemme Climate Protection Shampoo,Tresemme,427.0,594.0,159,4.4,NA,NA,610.0,427.0,605.0,0.0,1.0,Shampoo,
982102,Tresemme Keratin Smooth Shampoo + Conditioner with Vega Hair Dryer Combo,Tresemme,1390.0,659.0,25,4.3,NA,NA,1889.0,1355.0,670.0,0.0,1.0,Combos @ Nykaa,
1031095,Tresemme Thick & Full Shampoo,Tresemme,70.0,666.0,11,4.3,NA,NA,70.0,70.0,681.0,0.0,1.0,Shampoo,
982101,Tresemme Hair Fall Defense Shampoo + Conditioner with Vega Hair Dryer Combo,Tresemme,1355.0,888.0,21,4.3,NA,NA,1838.0,1355.0,900.0,0.0,1.0,Combos @ Nykaa,
2809954,Tresemme Keratin Smooth Shampoo + Hold Level 4 Hair Spray,Tresemme,1134.0,,4,4.5,NA,NA,1620.0,1099.0,,0.0,1.0,,
780640,Tresemme Detox & Restore Combo Buy 580 ml Shampoo and Get 190ml Conditioner Free,Tresemme,481.0,,23,4.4,NA,NA,830.0,481.0,,0.0,1.0,Combos @ Nykaa,
982105,Tresemme Botanique Shampoo + Conditioner with Vega Hair Dryer Combo,Tresemme,1379.0,,18,4.2,NA,NA,1829.0,1379.0,,0.0,1.0,Combos @ Nykaa,
208997,Tresemme Keratin Smooth With Argan Oil Shampoo,Tresemme,570.0,11.0,4378,4.4,NA,NA,950.0,570.0,11.0,0.0,1.0,Shampoo,
971624,Tresemme Keratin Smooth Shampoo + Conditioner Combo,Tresemme,713.0,30.0,2434,4.5,NA,NA,1345.0,713.0,33.0,0.0,1.0,Combos @ Nykaa,
7681,Tresemme Hair Fall Defense Shampoo,Tresemme,570.0,40.0,1342,4.4,NA,NA,950.0,570.0,41.0,0.0,1.0,Shampoo,
384438,Tresemme Keratin Smooth With Argan Oil Shampoo + Conditioner Combo,Tresemme,534.0,44.0,249,4.4,NA,NA,890.0,504.0,42.0,0.0,1.0,Combos @ Nykaa,
774828,Tresemme Pro Protect Sulphate Free Shampoo,Tresemme,602.0,55.0,1201,4.5,NA,NA,860.0,602.0,57.0,0.0,1.0,Shampoo,
864831,Tresemme Pro Protect Sulphate Free Combo,Tresemme,707.0,93.0,67,4.6,NA,NA,1179.0,707.0,99.0,0.0,1.0,Combos @ Nykaa,
117539,Tresemme Botanique Nourish & Replenish Shampoo,Tresemme,465.0,110.0,1666,4.4,NA,NA,620.0,465.0,120.0,0.0,1.0,Shampoo,
7679,Tresemme Smooth & Shine Shampoo,Tresemme,392.0,129.0,571,4.5,NA,NA,560.0,392.0,138.0,0.0,1.0,Shampoo,
5788860,TRESemme Pro Pure Damage Recovery Shampoo with Fermented Rice Water Paraben & Sulphate Free,Tresemme,400.0,151.0,21,4.5,NA,NA,500.0,400.0,156.0,0.0,1.0,Shampoo,
780639,Tresemme Nourish & Replenish Combo Buy 580 ml Shampoo and Get 190ml Conditioner Free,Tresemme,487.0,161.0,40,4.5,NA,NA,840.0,487.0,171.0,0.0,1.0,Combos @ Nykaa,
208994,Tresemme Keratin Smooth With Argan Oil Shampoo,Tresemme,180.0,215.0,4404,4.4,NA,NA,180.0,180.0,223.0,0.0,1.0,Shampoo,
881205,Tresemme Keratin Shampoo + Mask Combo,Tresemme,813.0,197.0,19,4.5,NA,NA,1270.0,781.0,206.0,0.0,1.0,Combos @ Nykaa,
430559,Tresemme Hair Fall Defense Combo (Buy 1Ltr Shampoo and Get 190ml Conditioner Free),Tresemme,825.0,283.0,89,4.5,NA,NA,1179.0,825.0,292.0,0.0,1.0,Combos @ Nykaa,
1488687,Tresemme Keratin Smooth Shampoo + Mask + Serum,Tresemme,1169.0,322.0,7,4.5,NA,NA,1620.0,1082.0,331.0,0.0,1.0,,
774831,Tresemme Thick & Full Shampoo,Tresemme,120.0,338.0,32,4.3,NA,NA,150.0,120.0,350.0,0.0,1.0,Shampoo,
14684,Tresemme Hair Spa Rejuvenation Shampoo,Tresemme,458.0,316.0,872,4.4,NA,NA,610.0,458.0,329.0,0.0,1.0,Shampoo,
774832,Tresemme Thick & Full Shampoo,Tresemme,434.0,401.0,38,4.4,NA,NA,620.0,434.0,413.0,0.0,1.0,Shampoo,
117532,Tresemme Botanique Detox & Restore Shampoo,Tresemme,458.0,428.0,481,4.3,NA,NA,610.0,458.0,432.0,0.0,1.0,Shampoo,
5788864,TRESemme Pro Pure Moisture Boost Shampoo with Aloe Essence Sulphate Free & Paraben Free,Tresemme,400.0,363.0,4,4.8,NA,NA,500.0,400.0,374.0,0.0,1.0,Shampoo,
881204,Tresemme Keratin Haircare Combo,Tresemme,1490.0,488.0,74,4.5,NA,NA,1490.0,1440.0,492.0,0.0,1.0,Combos @ Nykaa,
546747,Head & Shoulders Smooth & Silky Shampoo,Head & Shoulders,454.0,104.0,417,4.4,NA,NA,699.0,534.0,112.0,0.0,1.0,Shampoo,
937932,Head & Shoulders Neem Anti-Dandruff Shampoo,Head & Shoulders,569.0,206.0,148,4.4,NA,NA,875.0,569.0,213.0,0.0,1.0,Shampoo,
4240687,Head & Shoulders 2-in-1 Anti-hairfall Anti-dandruff Shampoo + Conditioner In One,Head & Shoulders,539.0,257.0,7,4.4,NA,NA,899.0,539.0,267.0,0.0,1.0,,
546751,Head & Shoulders Anti Hair Fall Shampoo,Head & Shoulders,75.0,339.0,262,4.4,NA,NA,75.0,75.0,345.0,0.0,1.0,Shampoo,
546745,Head & Shoulders Cool Menthol 2-in-1 Anti-Dandruff Shampoo + Conditioner,Head & Shoulders,569.0,337.0,147,4.5,NA,NA,875.0,569.0,349.0,0.0,1.0,Shampoo,
359049,Head & Shoulders Silky Black Shampoo,Head & Shoulders,454.0,421.0,82,4.5,NA,NA,699.0,454.0,427.0,0.0,1.0,Shampoo,
442741,Head & Shoulders 2 in 1 Active Protect Anti Dandruff Shampoo + Conditioner,Head & Shoulders,375.0,419.0,102,4.4,NA,NA,750.0,488.0,424.0,0.0,1.0,,
10772,Head & Shoulders Anti Dandruff Lemon Fresh Shampoo,Head & Shoulders,170.0,465.0,153,4.4,NA,NA,170.0,170.0,472.0,0.0,1.0,Shampoo,
218621,Head & Shoulders Anti Hair Fall Shampoo,Head & Shoulders,444.0,580.0,141,4.4,NA,NA,740.0,444.0,597.0,0.0,1.0,Shampoo,
240535,Head & Shoulders Cool Menthol 2-in-1 Shampoo + Conditioner,Head & Shoulders,220.0,627.0,129,4.3,NA,NA,220.0,220.0,637.0,0.0,1.0,Shampoo,
5391987,Head & Shoulders 2 In 1 Anti Dandruff Shampoo & Smooth And Silky Conditioner,Head & Shoulders,1625.0,,4,4.4,NA,NA,1625.0,1625.0,,0.0,1.0,Combos @ Nykaa,
499339,Head & Shoulders Smooth & Silky Shampoo + Conditioner (Pack Of 2),Head & Shoulders,798.0,,11,4.5,NA,NA,798.0,798.0,,0.0,1.0,Combos @ Nykaa,
499307,Head & Shoulders Silky Black Anti Dandruff Shampoo (Pack Of 2),Head & Shoulders,630.0,,6,4.7,NA,NA,630.0,630.0,,0.0,1.0,Combos @ Nykaa,
499308,Head & Shoulders Cool Menthol 2-in-1 Shampoo + Conditioner (Pack Of 2),Head & Shoulders,798.0,,9,4.4,NA,NA,798.0,798.0,,0.0,1.0,Combos @ Nykaa,
499340,Head & Shoulders Anti Hair Fall Shampoo (Pack Of 2),Head & Shoulders,630.0,,9,4.3,NA,NA,630.0,630.0,,0.0,1.0,Combos @ Nykaa,
