ASIN,Date,Lowest Selling Price,Highest Selling Price,Last Known Lowest Selling Price,Last Known Highest Selling Price,BSR,Last Known BSR,Estimated Sales,Availability
B07MHXGXTW,2023-02-01,679.0,799.0,679.36,799.0,5115.0,5115.0,0.0,1.0
B07V6CZZTL,2023-01-31,1199.0,1199.0,1199.0,1199.0,8064.0,,0.0,1.0
B07V6CZZTL,2023-02-01,1199.0,1199.0,1199.0,1199.0,8692.0,8064.0,0.0,1.0
B08T1MGD5M,2023-01-31,,,1279.0,1419.0,9690.0,,0.0,1.0
B08T1MGD5M,2023-02-01,1279.0,1419.0,1279.0,1419.0,10404.0,9690.0,0.0,1.0
B08T1ZC9PQ,2023-01-31,,,560.0,560.0,4173.0,,0.0,1.0
B08T1ZC9PQ,2023-02-01,730.0,730.0,560.0,560.0,5400.0,4173.0,0.0,1.0
B08T17SWJP,2023-01-31,,,800.11,989.0,7936.0,,0.0,1.0
B08T17SWJP,2023-02-01,800.0,944.0,800.11,989.0,8474.0,7936.0,0.0,1.0
B09NP6NXK5,2023-01-31,,,2499.0,2969.0,2832.0,,0.0,1.0
B09NP6NXK5,2023-02-01,2499.0,2969.0,2499.0,2969.0,1262.0,2832.0,0.0,1.0
B09NP7PQJ6,2023-01-31,1239.0,1239.0,1239.0,1239.0,9767.0,,0.0,1.0
B09NP7PQJ6,2023-02-01,1239.0,1239.0,1239.0,1239.0,10851.0,9767.0,0.0,1.0
B0B5Z6J5VN,2023-01-31,,,1399.0,2599.0,6058.0,,0.0,1.0
B0B5Z6J5VN,2023-02-01,1399.0,2599.0,1399.0,2599.0,6930.0,6058.0,0.0,1.0
B0B5Z93H74,2023-01-31,,,1299.0,1509.0,1504.0,,0.0,1.0
B0B5Z93H74,2023-02-01,1299.0,1509.0,1299.0,1509.0,1566.0,1504.0,0.0,1.0
B084KVSZZ4,2023-01-31,1509.0,1509.0,1509.0,1509.0,9396.0,,0.0,1.0
B084KVSZZ4,2023-02-01,1509.0,1509.0,1509.0,1509.0,10104.0,9396.0,0.0,1.0
B09NP78FFW,2023-01-31,,,939.0,1000.0,,,0.0,1.0
B09NP78FFW,2023-02-01,939.0,1000.0,939.0,1000.0,,,0.0,1.0
B08KQVWH88,2023-01-31,,,869.0,909.0,7556.0,,0.0,1.0
B08KQVWH88,2023-02-01,869.0,909.0,869.0,909.0,8412.0,7556.0,0.0,1.0
B08T23C5S7,2023-01-31,,,741.88,899.0,4502.0,,0.0,1.0
B08T23C5S7,2023-02-01,742.0,899.0,741.88,899.0,3894.0,4502.0,0.0,1.0
B0835916GG,2023-01-31,1600.0,1600.0,1600.0,1600.0,659.0,,0.0,1.0
B0835916GG,2023-02-01,1600.0,1600.0,1600.0,1600.0,329.0,659.0,0.0,1.0
B094YRP489,2023-01-31,,,784.0,784.0,7266.0,,0.0,1.0
B094YRP489,2023-02-01,784.0,784.0,784.0,784.0,8645.0,7266.0,0.0,1.0
B08358XSGT,2023-01-31,,,1299.0,1299.0,7658.0,,0.0,1.0
B08358XSGT,2023-02-01,1299.0,1299.0,1299.0,1299.0,8974.0,7658.0,0.0,1.0
B0B5ZFL7WM,2023-01-31,,,1599.0,1599.0,1146.0,,0.0,1.0
B0B5ZFL7WM,2023-02-01,1199.0,1599.0,1599.0,1599.0,1371.0,1146.0,0.0,1.0
B0957QHMHK,2023-01-31,,,989.0,989.0,11368.0,,0.0,1.0
B0957QHMHK,2023-02-01,989.0,989.0,989.0,989.0,3088.0,11368.0,0.0,1.0
B0957QPNBT,2023-01-31,,,2630.94,3179.0,3268.0,,0.0,1.0
B0957QPNBT,2023-02-01,2631.0,3179.0,2630.94,3179.0,4608.0,3268.0,0.0,1.0
B08T1JDY6X,2023-01-31,,,1399.0,1399.0,4563.0,,0.0,1.0
B08T1JDY6X,2023-02-01,1399.0,1399.0,1399.0,1399.0,3841.0,4563.0,0.0,1.0
B09BD297JB,2023-01-31,,,1968.97,2639.0,8477.0,,0.0,1.0
B09BD297JB,2023-02-01,1969.0,2639.0,1968.97,2639.0,3460.0,8477.0,0.0,1.0
B0B5ZFS3DT,2023-01-31,,,809.0,809.0,6914.0,,0.0,1.0
B0B5ZFS3DT,2023-02-01,809.0,809.0,809.0,809.0,7904.0,6914.0,0.0,1.0
B09BD123Z1,2023-01-31,,,3499.0,3499.0,6275.0,,0.0,1.0
B09BD123Z1,2023-02-01,3499.0,3499.0,3499.0,3499.0,7092.0,6275.0,0.0,1.0
B09GL57QDJ,2023-01-31,,,1279.05,1440.0,5386.0,,0.0,1.0
B09GL57QDJ,2023-02-01,1279.0,1440.0,1279.05,1440.0,5386.0,5386.0,0.0,1.0
B0B5ZBCLT6,2023-01-31,,,1779.0,3299.0,3630.0,,0.0,1.0
B0B5ZBCLT6,2023-02-01,1779.0,3299.0,1779.0,3299.0,5202.0,3630.0,0.0,1.0
B0835BGQK1,2023-01-31,1250.0,1250.0,1250.0,1250.0,6718.0,,0.0,1.0
B0835BGQK1,2023-02-01,1250.0,1250.0,1250.0,1250.0,7766.0,6718.0,0.0,1.0
B083YK9Q5C,2023-01-31,1007.0,1007.0,1007.0,1007.0,2267.0,,0.0,1.0
B083YK9Q5C,2023-02-01,1007.0,1007.0,1007.0,1007.0,4034.0,2267.0,0.0,1.0
B08359QWNP,2023-01-31,1440.0,1440.0,1440.0,1440.0,5910.0,,0.0,1.0
B08359QWNP,2023-02-01,1440.0,1440.0,1440.0,1440.0,6606.0,5910.0,0.0,1.0
B08WJCG8D4,2023-01-31,1181.0,1181.0,1181.0,1181.0,6811.0,,0.0,1.0
B08WJCG8D4,2023-02-01,1181.0,1181.0,1181.0,1181.0,8212.0,6811.0,0.0,1.0
B09QLG2417,2023-01-31,,,869.0,1146.0,4986.0,,0.0,1.0
B09QLG2417,2023-02-01,869.0,1146.0,869.0,1146.0,6332.0,4986.0,0.0,1.0
B099NBTRBD,2023-01-31,,,1949.0,2399.0,1838.0,,0.0,1.0
B099NBTRBD,2023-02-01,1949.0,2174.0,1949.0,2399.0,1794.0,1838.0,0.0,1.0
B083YKPW4B,2023-01-31,,,939.0,1125.0,3130.0,,0.0,1.0
B083YKPW4B,2023-02-01,939.0,1312.0,939.0,1125.0,4090.0,3130.0,0.0,1.0
B09M667SSJ,2023-01-31,,,919.0,1999.0,1777.0,,0.0,1.0
B09M667SSJ,2023-02-01,919.0,1999.0,919.0,1999.0,3111.0,1777.0,0.0,1.0
B08WJ8MQHZ,2023-01-31,,,1064.0,1151.0,4152.0,,0.0,1.0
B08WJ8MQHZ,2023-02-01,1064.0,1151.0,1064.0,1151.0,4022.0,4152.0,0.0,1.0
B07NBD93PZ,2023-01-31,,,627.91,627.91,10678.0,,0.0,1.0
B07NBD93PZ,2023-02-01,628.0,628.0,627.91,627.91,11661.0,10678.0,0.0,1.0
B08FD46ZTN,2023-01-31,,,557.98,689.0,4413.0,,0.0,1.0
B08FD46ZTN,2023-02-01,558.0,689.0,557.98,689.0,5576.0,4413.0,0.0,1.0
B0968ZF361,2023-01-31,,,719.0,719.0,26157.0,,0.0,1.0
B0968ZF361,2023-02-01,719.0,719.0,719.0,719.0,3620.0,26157.0,0.0,1.0
B082NWW8TB,2023-01-31,669.0,669.0,669.0,669.0,7760.0,,0.0,1.0
B082NWW8TB,2023-02-01,669.0,669.0,669.0,669.0,8840.0,7760.0,0.0,1.0
B09VSQ2F75,2023-01-31,,,819.0,869.0,4754.0,,0.0,1.0
B09VSQ2F75,2023-02-01,819.0,869.0,819.0,869.0,5664.0,4754.0,0.0,1.0
B09FM3BHNC,2023-01-31,,,924.01,1219.0,,,0.0,1.0
B09FM3BHNC,2023-02-01,924.0,1219.0,924.01,1219.0,,,0.0,1.0
B07LDQ2JP4,2023-01-31,,,509.0,849.0,8934.0,,0.0,1.0
B07LDQ2JP4,2023-02-01,509.0,849.0,509.0,849.0,9780.0,8934.0,0.0,1.0
B083YL3DYJ,2023-01-31,,,649.0,750.0,641.0,,0.0,1.0
B083YL3DYJ,2023-02-01,649.0,750.0,649.0,750.0,751.0,641.0,0.0,1.0
B09VSQHMWV,2023-01-31,,,869.0,959.0,5064.0,,0.0,1.0
B09VSQHMWV,2023-02-01,869.0,959.0,869.0,959.0,3468.0,5064.0,0.0,1.0
B01I1V5C5C,2023-01-31,,,1649.0,1649.0,8336.0,,0.0,1.0
B01I1V5C5C,2023-02-01,1484.0,1484.0,1649.0,1649.0,6024.0,8336.0,0.0,1.0
B09HZTJ1HN,2023-01-31,,,689.0,989.0,4493.0,,0.0,1.0
B09HZTJ1HN,2023-02-01,689.0,989.0,689.0,989.0,5548.0,4493.0,0.0,1.0
B09QL2XTBH,2023-01-31,,,919.0,1999.0,8295.0,,0.0,1.0
B09QL2XTBH,2023-02-01,919.0,1499.0,919.0,1999.0,9232.0,8295.0,0.0,1.0
B09QL41S4G,2023-01-31,,,899.0,1313.0,5388.0,,0.0,1.0
B09QL41S4G,2023-02-01,899.0,1313.0,899.0,1313.0,6436.0,5388.0,0.0,1.0
B083YL4CX2,2023-01-31,,,639.0,761.0,7559.0,,0.0,1.0
B083YL4CX2,2023-02-01,639.0,761.0,639.0,761.0,8276.0,7559.0,0.0,1.0
B07J9RWFDS,2023-01-31,1799.0,1799.0,1799.0,1799.0,8609.0,,0.0,1.0
B07J9RWFDS,2023-02-01,1799.0,1799.0,1799.0,1799.0,8609.0,8609.0,0.0,1.0
B0B5ZF5GHM,2023-01-31,1800.0,1800.0,1800.0,1800.0,3560.0,,0.0,1.0
B0B5ZF5GHM,2023-02-01,1800.0,1800.0,1800.0,1800.0,3560.0,3560.0,0.0,1.0
B09CL56BWC,2023-01-31,,,627.0,779.0,3939.0,,0.0,1.0
B09CL56BWC,2023-02-01,627.0,779.0,627.0,779.0,5508.0,3939.0,0.0,1.0
B09CH1F8FD,2023-01-31,,,1279.05,1350.0,2256.0,,0.0,1.0
B09CH1F8FD,2023-02-01,1279.0,1350.0,1279.05,1350.0,4058.0,2256.0,0.0,1.0
B09VSRD66W,2023-01-31,,,869.0,1139.0,8103.0,,0.0,1.0
B09VSRD66W,2023-02-01,869.0,1139.0,869.0,1139.0,9379.0,8103.0,0.0,1.0
B09NPBVS3B,2023-01-31,,,833.9,999.0,6957.0,,0.0,1.0
B09NPBVS3B,2023-02-01,834.0,999.0,833.9,999.0,8066.0,6957.0,0.0,1.0
B083YKPKLL,2023-01-31,,,689.0,1049.0,260.0,,0.0,1.0
B083YKPKLL,2023-02-01,689.0,1049.0,689.0,1049.0,174.0,260.0,0.0,1.0
B09CH2YVFM,2023-01-31,683.0,683.0,683.0,949.0,6663.0,,0.0,1.0
B09CH2YVFM,2023-02-01,683.0,816.0,683.0,949.0,7592.0,6663.0,0.0,1.0
B083YKN6DK,2023-01-31,855.0,855.0,855.0,855.0,3394.0,,0.0,1.0
B083YKN6DK,2023-02-01,855.0,855.0,855.0,855.0,4662.0,3394.0,0.0,1.0
B09HZT9KK9,2023-01-31,,,645.85,1499.0,4922.0,,0.0,1.0
B09HZT9KK9,2023-02-01,646.0,1499.0,645.85,1499.0,5931.0,4922.0,0.0,1.0
B07JCQQ7KY,2023-01-31,949.0,949.0,949.0,1499.0,7758.0,,0.0,1.0
B07JCQQ7KY,2023-02-01,949.0,1224.0,949.0,1499.0,8739.0,7758.0,0.0,1.0
B09CGZL3BS,2023-01-31,,,719.26,829.0,4673.0,,0.0,1.0
B09CGZL3BS,2023-02-01,719.0,829.0,719.26,829.0,5938.0,4673.0,0.0,1.0
B09DPZY2GS,2023-01-31,,,759.0,1019.0,7855.0,,0.0,1.0
B09DPZY2GS,2023-02-01,759.0,1019.0,759.0,1019.0,9162.0,7855.0,0.0,1.0
B09QKPC2VL,2023-01-31,,,1859.0,1859.0,7222.0,,0.0,1.0
B09QKPC2VL,2023-02-01,1859.0,1859.0,1859.0,1859.0,8340.0,7222.0,0.0,1.0
B083YKV9CV,2023-01-31,,,789.0,849.0,8510.0,,0.0,1.0
B083YKV9CV,2023-02-01,789.0,819.0,789.0,849.0,9470.0,8510.0,0.0,1.0
B09VSR5GPB,2023-01-31,,,1219.0,1499.0,5589.0,,0.0,1.0
B09VSR5GPB,2023-02-01,1219.0,1499.0,1219.0,1499.0,6694.0,5589.0,0.0,1.0
B083YK9Q68,2023-01-31,,,689.0,750.0,700.0,,0.0,1.0
B083YK9Q68,2023-02-01,689.0,750.0,689.0,750.0,708.0,700.0,0.0,1.0
B083YL4MDR,2023-01-31,,,449.0,749.0,450.0,,0.0,1.0
B083YL4MDR,2023-02-01,449.0,749.0,449.0,749.0,596.0,450.0,0.0,1.0
B08SWCGZY6,2023-01-31,,,591.49,800.0,3906.0,,0.0,1.0
B08SWCGZY6,2023-02-01,591.0,800.0,591.49,800.0,5516.0,3906.0,0.0,1.0
B083YKXJ6Y,2023-01-31,,,669.0,849.0,5608.0,,0.0,1.0
B083YKXJ6Y,2023-02-01,669.0,849.0,669.0,849.0,6674.0,5608.0,0.0,1.0
B09CL6K9VJ,2023-01-31,,,664.66,777.07,5080.0,,0.0,1.0
B09CL6K9VJ,2023-02-01,665.0,777.0,664.66,777.07,6828.0,5080.0,0.0,1.0
B08SWBZ6D4,2023-01-31,,,739.0,863.0,1652.0,,0.0,1.0
B08SWBZ6D4,2023-02-01,739.0,863.0,739.0,863.0,2909.0,1652.0,0.0,1.0
B09ZBFRKR1,2023-01-31,,,635.0,635.0,2464.0,,0.0,1.0
B09ZBFRKR1,2023-02-01,635.0,635.0,635.0,635.0,2712.0,2464.0,0.0,1.0
B083YKDFL2,2023-01-31,,,1024.81,1108.81,7965.0,,0.0,1.0
B083YKDFL2,2023-02-01,1025.0,1109.0,1024.81,1108.81,9320.0,7965.0,0.0,1.0
B09CH1TD6B,2023-01-31,,,675.14,999.0,4926.0,,0.0,1.0
B09CH1TD6B,2023-02-01,675.0,999.0,675.14,999.0,5898.0,4926.0,0.0,1.0
B08SW4KHCH,2023-01-31,,,739.0,1279.0,7742.0,,0.0,1.0
B08SW4KHCH,2023-02-01,739.0,1279.0,739.0,1279.0,8942.0,7742.0,0.0,1.0
B083YLB65B,2023-01-31,,,679.0,725.13,9972.0,,0.0,1.0
B083YLB65B,2023-02-01,679.0,725.0,679.0,725.13,6652.0,9972.0,0.0,1.0
B09CH2VZHG,2023-01-31,,,717.7,899.59,6622.0,,0.0,1.0
B09CH2VZHG,2023-02-01,718.0,900.0,717.7,899.59,7830.0,6622.0,0.0,1.0
B083YL77JQ,2023-01-31,,,436.25,679.0,6092.0,,0.0,1.0
B083YL77JQ,2023-02-01,436.0,679.0,436.25,679.0,4851.0,6092.0,0.0,1.0
B08T17GMY5,2023-01-31,2159.0,2159.0,2159.0,2159.0,608.0,,0.0,1.0
B08T17GMY5,2023-02-01,2159.0,2159.0,2159.0,2159.0,733.0,608.0,0.0,1.0
B09C6LMC85,2023-01-31,,,2669.0,2679.0,649.0,,0.0,1.0
B09C6LMC85,2023-02-01,2669.0,2679.0,2669.0,2679.0,573.0,649.0,0.0,1.0
B08T24VD66,2023-01-31,,,1333.67,1619.0,504.0,,0.0,1.0
B08T24VD66,2023-02-01,1334.0,1619.0,1333.67,1619.0,654.0,504.0,0.0,1.0
B08T1K7WJ1,2023-01-31,2068.0,2068.0,2068.0,2068.0,1365.0,,0.0,1.0
B08T1K7WJ1,2023-02-01,2068.0,2068.0,2068.0,2068.0,1408.0,1365.0,0.0,1.0
B09QH22NLW,2023-01-31,,,2249.25,2747.0,4444.0,,0.0,1.0
B09QH22NLW,2023-02-01,2249.0,2747.0,2249.25,2747.0,4521.0,4444.0,0.0,1.0
B08359K3BH,2023-01-31,,,1620.65,1800.0,1298.0,,0.0,1.0
B08359K3BH,2023-02-01,1621.0,1800.0,1620.65,1800.0,1360.0,1298.0,0.0,1.0
B09NP4PG1F,2023-01-31,,,1713.76,2159.0,513.0,,0.0,1.0
B09NP4PG1F,2023-02-01,1714.0,3079.0,1713.76,2159.0,647.0,513.0,0.0,1.0
B09NP86G7Y,2023-01-31,,,1843.14,2271.0,6229.0,,0.0,1.0
B09NP86G7Y,2023-02-01,1843.0,2271.0,1843.14,2271.0,7598.0,6229.0,0.0,1.0
B09NTR5KQ2,2023-01-31,,,1889.0,1889.0,934.0,,0.0,1.0
B09NTR5KQ2,2023-02-01,1889.0,1889.0,1889.0,1889.0,1022.0,934.0,0.0,1.0
B09BCZT25P,2023-01-31,3169.0,3169.0,3169.0,3169.0,5868.0,,0.0,1.0
B09BCZT25P,2023-02-01,3169.0,3169.0,3169.0,3169.0,6790.0,5868.0,0.0,1.0
B09NP714RH,2023-01-31,,,2964.18,3749.0,3697.0,,0.0,1.0
B09NP714RH,2023-02-01,2964.0,3749.0,2964.18,3749.0,5030.0,3697.0,0.0,1.0
B09NTQXJY7,2023-01-31,,,2049.0,2159.0,913.0,,0.0,1.0
B09NTQXJY7,2023-02-01,2049.0,2159.0,2049.0,2159.0,1349.0,913.0,0.0,1.0
B08G2BN4MP,2023-01-31,,,1849.0,1919.0,1142.0,,0.0,1.0
B08G2BN4MP,2023-02-01,1849.0,1919.0,1849.0,1919.0,451.0,1142.0,0.0,1.0
B08T15KKFQ,2023-01-31,,,2139.0,2159.0,240.0,,0.0,1.0
B08T15KKFQ,2023-02-01,2139.0,2159.0,2139.0,2159.0,379.0,240.0,0.0,1.0
B083594VBT,2023-01-31,,,3069.0,3250.0,732.0,,0.0,1.0
B083594VBT,2023-02-01,3069.0,3250.0,3069.0,3250.0,754.0,732.0,0.0,1.0
B09NP726YR,2023-01-31,,,1400.0,2799.0,6524.0,,0.0,1.0
B09NP726YR,2023-02-01,1400.0,2799.0,1400.0,2799.0,7564.0,6524.0,0.0,1.0
B08T23192S,2023-01-31,,,1779.0,1779.0,894.0,,0.0,1.0
B08T23192S,2023-02-01,1779.0,1779.0,1779.0,1779.0,967.0,894.0,0.0,1.0
B09NP7KLMP,2023-01-31,2689.0,2689.0,2497.0,4995.0,4784.0,,0.0,1.0
B09NP7KLMP,2023-02-01,2593.0,3842.0,2497.0,4995.0,6047.0,4784.0,0.0,1.0
B083597D9V,2023-01-31,1799.0,1799.0,1799.0,1799.0,923.0,,0.0,1.0
B083597D9V,2023-02-01,1799.0,1799.0,1799.0,1799.0,1025.0,923.0,0.0,1.0
B08359CFWH,2023-01-31,,,3139.0,3309.0,1322.0,,0.0,1.0
B08359CFWH,2023-02-01,3139.0,3309.0,3139.0,3309.0,1358.0,1322.0,0.0,1.0
B09HM99C6F,2023-01-31,,,1424.92,1899.0,990.0,,0.0,1.0
B09HM99C6F,2023-02-01,1425.0,1899.0,1424.92,1899.0,1082.0,990.0,0.0,1.0
B09S6M1WVS,2023-01-31,,,2663.76,2997.0,,,0.0,1.0
B09S6M1WVS,2023-02-01,2664.0,3124.0,2663.76,2997.0,,,0.0,1.0
B08T1X7JQD,2023-01-31,,,2429.0,2429.0,718.0,,0.0,1.0
B08T1X7JQD,2023-02-01,2429.0,2429.0,2429.0,2429.0,817.0,718.0,0.0,1.0
B08G2BVDR7,2023-01-31,,,1558.53,1799.0,180.0,,0.0,1.0
B08G2BVDR7,2023-02-01,1559.0,1799.0,1558.53,1799.0,162.0,180.0,0.0,1.0
B09QH1R85P,2023-01-31,,,1872.92,2000.0,23840.0,,0.0,1.0
B09QH1R85P,2023-02-01,1873.0,2000.0,1872.92,2000.0,24318.0,23840.0,0.0,1.0
B08359QWD7,2023-01-31,1560.0,1560.0,1560.0,1560.0,267.0,,0.0,1.0
B08359QWD7,2023-02-01,1560.0,1560.0,1560.0,1560.0,266.0,267.0,0.0,1.0
B0835BC683,2023-01-31,1979.0,1979.0,1979.0,1979.0,688.0,,0.0,1.0
B0835BC683,2023-02-01,1979.0,1979.0,1979.0,1979.0,745.0,688.0,0.0,1.0
B098XFGM62,2023-01-31,,,1749.0,1749.0,1142.0,,0.0,1.0
B098XFGM62,2023-02-01,1749.0,1749.0,1749.0,1749.0,1239.0,1142.0,0.0,1.0
B08KQTK4HP,2023-01-31,,,1749.0,1829.0,1140.0,,0.0,1.0
B08KQTK4HP,2023-02-01,1749.0,1829.0,1749.0,1829.0,1186.0,1140.0,0.0,1.0
B08358W4MP,2023-01-31,,,1849.0,1909.0,596.0,,0.0,1.0
B08358W4MP,2023-02-01,1849.0,1909.0,1849.0,1909.0,707.0,596.0,0.0,1.0
B09NTR5C59,2023-01-31,,,1779.0,3299.0,4082.0,,0.0,1.0
B09NTR5C59,2023-02-01,1779.0,3299.0,1779.0,3299.0,1774.0,4082.0,0.0,1.0
B09FZQ3WKT,2023-01-31,,,2228.62,2909.0,1138.0,,0.0,1.0
B09FZQ3WKT,2023-02-01,2229.0,2909.0,2228.62,2909.0,1197.0,1138.0,0.0,1.0
B09QH2SN27,2023-01-31,,,1439.0,1689.0,540.0,,0.0,1.0
B09QH2SN27,2023-02-01,1439.0,1689.0,1439.0,1689.0,656.0,540.0,0.0,1.0
B098XFSSYD,2023-01-31,,,1799.0,1799.0,1258.0,,0.0,1.0
B098XFSSYD,2023-02-01,1799.0,1799.0,1799.0,1799.0,1334.0,1258.0,0.0,1.0
B08359X7C4,2023-01-31,,,1920.0,2149.0,718.0,,0.0,1.0
B08359X7C4,2023-02-01,1920.0,2149.0,1920.0,2149.0,772.0,718.0,0.0,1.0
B083594BXL,2023-01-31,,,2539.0,2789.0,832.0,,0.0,1.0
B083594BXL,2023-02-01,2539.0,2789.0,2539.0,2789.0,875.0,832.0,0.0,1.0
B08KQWJ76X,2023-01-31,,,1108.81,1559.0,530.0,,0.0,1.0
B08KQWJ76X,2023-02-01,1109.0,1429.0,1108.81,1559.0,422.0,530.0,0.0,1.0
B09BD1TV2F,2023-01-31,,,3169.0,3169.0,1126.0,,0.0,1.0
B09BD1TV2F,2023-02-01,3169.0,3169.0,3169.0,3169.0,1226.0,1126.0,0.0,1.0
B08359QWF7,2023-01-31,,,2131.37,2497.0,1154.0,,0.0,1.0
B08359QWF7,2023-02-01,2131.0,2497.0,2131.37,2497.0,1222.0,1154.0,0.0,1.0
B09FZPDWM2,2023-01-31,,,2899.0,3229.0,704.0,,0.0,1.0
B09FZPDWM2,2023-02-01,2899.0,3229.0,2899.0,3229.0,840.0,704.0,0.0,1.0
B0835934M9,2023-01-31,,,3095.15,3759.0,298.0,,0.0,1.0
B0835934M9,2023-02-01,3095.0,3759.0,3095.15,3759.0,464.0,298.0,0.0,1.0
B07V5GD43Y,2023-01-31,1339.0,1339.0,1339.0,1339.0,660.0,,0.0,1.0
B07V5GD43Y,2023-02-01,1339.0,1339.0,1339.0,1339.0,742.0,660.0,0.0,1.0
B08359TS9P,2023-01-31,,,2549.0,2549.0,,,0.0,1.0
B08359TS9P,2023-02-01,2549.0,2549.0,2549.0,2549.0,,,0.0,1.0
B08T1QRRDM,2023-01-31,,,2093.89,2499.0,402.0,,0.0,1.0
B08T1QRRDM,2023-02-01,2094.0,2499.0,2093.89,2499.0,388.0,402.0,0.0,1.0
B08ZHXYQNR,2023-01-31,1999.0,1999.0,1999.0,1999.0,231.0,,0.0,1.0
B08ZHXYQNR,2023-02-01,1999.0,1999.0,1999.0,1999.0,282.0,231.0,0.0,1.0
B08T1YLHY8,2023-01-31,,,1528.11,1528.11,1436.0,,0.0,1.0
B08T1YLHY8,2023-02-01,1528.0,1528.0,1528.11,1528.11,953.0,1436.0,0.0,1.0
B09GNL7RYW,2023-01-31,,,1279.05,1713.0,4536.0,,0.0,1.0
B09GNL7RYW,2023-02-01,1279.0,1713.0,1279.05,1713.0,4548.0,4536.0,0.0,1.0
B08C3BHV3T,2023-01-31,9749.0,9749.0,9749.0,9749.0,3000.0,,0.0,1.0
B08C3BHV3T,2023-02-01,9749.0,9749.0,9749.0,9749.0,3011.0,3000.0,0.0,1.0
B08C35GCRT,2023-01-31,,,5589.0,5929.0,1789.0,,0.0,1.0
B08C35GCRT,2023-02-01,5589.0,5929.0,5589.0,5929.0,1873.0,1789.0,0.0,1.0
B07TYLMC7V,2023-01-31,,,2549.0,2549.0,3504.0,,0.0,1.0
B07TYLMC7V,2023-02-01,2549.0,2549.0,2549.0,2549.0,3513.0,3504.0,0.0,1.0
B08C35D2PV,2023-01-31,9429.0,9429.0,9429.0,9429.0,3894.0,,0.0,1.0
B08C35D2PV,2023-02-01,9429.0,9429.0,9429.0,9429.0,3897.0,3894.0,0.0,1.0
B07TWFDTSR,2023-01-31,,,1779.0,1999.0,1607.0,,0.0,1.0
B07TWFDTSR,2023-02-01,1779.0,1999.0,1779.0,1999.0,1619.0,1607.0,0.0,1.0
B0822RM84G,2023-01-31,,,2365.0,2999.0,196.0,,0.0,1.0
B0822RM84G,2023-02-01,2365.0,2999.0,2365.0,2999.0,258.0,196.0,0.0,1.0
B08HT68THP,2023-01-31,,,1759.0,1829.0,2505.0,,0.0,1.0
B08HT68THP,2023-02-01,1759.0,1829.0,1759.0,1829.0,2520.0,2505.0,0.0,1.0
B084CJMHZ7,2023-01-31,,,1849.0,2119.0,803.0,,0.0,1.0
B084CJMHZ7,2023-02-01,1849.0,2119.0,1849.0,2119.0,864.0,803.0,0.0,1.0
B09GNLXPB9,2023-01-31,,,1066.25,1219.0,28053.0,,0.0,1.0
B09GNLXPB9,2023-02-01,1066.0,1219.0,1066.25,1219.0,28374.0,28053.0,0.0,1.0
B09GNM1V1R,2023-01-31,1469.0,1469.0,1469.0,1469.0,21778.0,,0.0,1.0
B09GNM1V1R,2023-02-01,1469.0,1469.0,1469.0,1469.0,22203.0,21778.0,0.0,1.0
B08C39JPXJ,2023-01-31,,,3899.0,3899.0,2567.0,,0.0,1.0
B08C39JPXJ,2023-02-01,3899.0,3899.0,3899.0,3899.0,2628.0,2567.0,0.0,1.0
B07SVNJ877,2023-01-31,,,4239.0,4239.0,1334.0,,0.0,1.0
B07SVNJ877,2023-02-01,4239.0,4239.0,4239.0,4239.0,546.0,1334.0,0.0,1.0
B07SWSQNR6,2023-01-31,,,5549.0,5549.0,4671.0,,0.0,1.0
B07SWSQNR6,2023-02-01,5549.0,5549.0,5549.0,5549.0,4671.0,4671.0,0.0,1.0
B084CJS3DQ,2023-01-31,,,1949.0,2249.0,4724.0,,0.0,1.0
B084CJS3DQ,2023-02-01,1949.0,2249.0,1949.0,2249.0,4766.0,4724.0,0.0,1.0
B08HTCSJTS,2023-01-31,1669.0,1669.0,1669.0,1669.0,3692.0,,0.0,1.0
B08HTCSJTS,2023-02-01,1669.0,1669.0,1669.0,1669.0,3692.0,3692.0,0.0,1.0
