ASIN,Date,Selling Price,Last Known Selling Price,BSR,Last Known BSR,Estimated Sales,Availability
B00N5K46NO,2022-11-08,160.0,,24.0,,0.0,1.0
B00N5K46NO,2022-11-09,160.0,160.0,24.0,24.0,0.0,1.0
B00JJGW4M8,2022-11-08,245.0,,3.0,,0.0,1.0
B00JJGW4M8,2022-11-09,224.0,245.0,3.0,3.0,0.0,1.0
B07DJNX6JH,2022-11-08,209.0,,33.0,,0.0,1.0
B07DJNX6JH,2022-11-09,209.0,209.0,33.0,33.0,0.0,1.0
B0050QW3H2,2022-11-08,99.0,,32.0,,0.0,1.0
B0050QW3H2,2022-11-09,90.0,99.0,27.0,32.0,0.0,1.0
B01N3C4SYM,2022-11-08,205.0,,8.0,,0.0,1.0
B01N3C4SYM,2022-11-09,205.0,205.0,6.0,8.0,0.0,1.0
B07BDNBD5F,2022-11-08,130.0,,434.0,,0.0,1.0
B07BDNBD5F,2022-11-09,130.0,130.0,424.0,434.0,0.0,1.0
B00N5K47H4,2022-11-08,160.0,,14.0,,0.0,1.0
B00N5K47H4,2022-11-09,160.0,160.0,,14.0,0.0,1.0
B07D215X2T,2022-11-08,130.0,,360.0,,0.0,1.0
B07D215X2T,2022-11-09,130.0,130.0,360.0,360.0,0.0,1.0
B086KMYNLY,2022-11-08,169.0,,187.0,,0.0,1.0
B086KMYNLY,2022-11-09,169.0,169.0,94.0,187.0,0.0,1.0
B00KENRWH2,2022-11-08,220.0,,5.0,,0.0,1.0
B00KENRWH2,2022-11-09,220.0,220.0,4.0,5.0,0.0,1.0
B00CQ40O90,2022-11-08,306.0,,10.0,,0.0,1.0
B00CQ40O90,2022-11-09,306.0,306.0,11.0,10.0,0.0,1.0
B00CQ414LW,2022-11-08,284.0,,2.0,,0.0,1.0
B00CQ414LW,2022-11-09,279.0,284.0,2.0,2.0,0.0,1.0
B07G2QYWLP,2022-11-08,105.0,,65.0,,0.0,1.0
B07G2QYWLP,2022-11-09,105.0,105.0,65.0,65.0,0.0,1.0
