ASIN,Date,Category,BSR,Last Known BSR
B086KMYNLY,2022-11-08,Body Talcum Powders,187.0,
B086KMYNLY,2022-11-09,Body Talcum Powders,94.0,187.0
B00KENRWH2,2022-11-08,Beauty,912.0,
B00KENRWH2,2022-11-09,Beauty,981.0,912.0
B00KENRWH2,2022-11-08,Body Talcum Powders,5.0,
B00KENRWH2,2022-11-09,Body Talcum Powders,4.0,5.0
B00CQ40O90,2022-11-08,Beauty,1202.0,
B00CQ40O90,2022-11-09,Beauty,1397.0,1202.0
B00CQ40O90,2022-11-08,Body Talcum Powders,10.0,
B00CQ40O90,2022-11-09,Body Talcum Powders,11.0,10.0
B00CQ414LW,2022-11-08,Beauty,698.0,
B00CQ414LW,2022-11-09,Beauty,705.0,698.0
B00CQ414LW,2022-11-08,Body Talcum Powders,2.0,
B00CQ414LW,2022-11-09,Body Talcum Powders,2.0,2.0
B07G2QYWLP,2022-11-08,Beauty,11365.0,
B07G2QYWLP,2022-11-09,Beauty,10626.0,11365.0
B07G2QYWLP,2022-11-08,Body Talcum Powders,66.0,
B07G2QYWLP,2022-11-09,Body Talcum Powders,65.0,66.0
B006LXD6C4,2022-11-08,Beauty,2482.0,
B006LXD6C4,2022-11-09,Beauty,2129.0,2482.0
B006LXD6C4,2022-11-08,Eau de Cologne,4.0,
B006LXD6C4,2022-11-09,Eau de Cologne,4.0,4.0
B00FX03IBK,2022-11-08,Beauty,3435.0,
B00FX03IBK,2022-11-09,Beauty,3551.0,3435.0
B00FX03IBK,2022-11-08,Body Talcum Powders,26.0,
B00FX03IBK,2022-11-09,Body Talcum Powders,30.0,26.0
B091PWH27F,2022-11-08,Beauty,62450.0,
B091PWH27F,2022-11-09,Beauty,66297.0,62450.0
B091PWH27F,2022-11-08,Body Talcum Powders,259.0,
B091PWH27F,2022-11-09,Body Talcum Powders,266.0,259.0
B00FQH5H6O,2022-11-08,Beauty,1586.0,
B00FQH5H6O,2022-11-09,Beauty,1645.0,1586.0
B00FQH5H6O,2022-11-08,Body Talcum Powders,14.0,
B00FQH5H6O,2022-11-09,Body Talcum Powders,13.0,14.0
B091N6KRVY,2022-11-08,Beauty,32832.0,
B091N6KRVY,2022-11-09,Beauty,41804.0,32832.0
B091N6KRVY,2022-11-08,Body Talcum Powders,149.0,
B091N6KRVY,2022-11-09,Body Talcum Powders,168.0,149.0
B008KH3VUG,2022-11-08,Beauty,16523.0,
B008KH3VUG,2022-11-09,Beauty,25937.0,16523.0
B008KH3VUG,2022-11-08,Body Talcum Powders,90.0,
B008KH3VUG,2022-11-09,Body Talcum Powders,128.0,90.0
B008KH3VUG,2022-11-08,Solid Soap Bars,670.0,
B008KH3VUG,2022-11-09,Solid Soap Bars,1131.0,670.0
B08YKC89XD,2022-11-08,Beauty,1274.0,
B08YKC89XD,2022-11-09,Beauty,1190.0,1274.0
B08YKC89XD,2022-11-08,Body Talcum Powders,10.0,
B08YKC89XD,2022-11-09,Body Talcum Powders,7.0,10.0
B08YKC89XD,2022-11-08,Lip Balms,32.0,
B08YKC89XD,2022-11-09,Lip Balms,30.0,32.0
B00YXYZWQ6,2022-11-08,Beauty,3718.0,
B00YXYZWQ6,2022-11-09,Beauty,3487.0,3718.0
B00YXYZWQ6,2022-11-08,Body Talcum Powders,29.0,
B00YXYZWQ6,2022-11-09,Body Talcum Powders,29.0,29.0
B08WRR7VTQ,2022-11-08,Beauty,14738.0,
B08WRR7VTQ,2022-11-09,Beauty,14028.0,14738.0
B08WRR7VTQ,2022-11-08,Body Talcum Powders,82.0,
B08WRR7VTQ,2022-11-09,Body Talcum Powders,80.0,82.0
B002ZVK88G,2022-11-08,Beauty,8892.0,
B002ZVK88G,2022-11-09,Beauty,12479.0,8892.0
B002ZVK88G,2022-11-08,Body Talcum Powders,57.0,
B002ZVK88G,2022-11-09,Body Talcum Powders,73.0,57.0
B00UYGK1FY,2022-11-08,Beauty,29817.0,
B00UYGK1FY,2022-11-08,Body Talcum Powders,140.0,
B08H5WBH1Y,2022-11-08,Beauty,23223.0,
B08H5WBH1Y,2022-11-08,Body Talcum Powders,113.0,
B09WDB671J,2022-11-08,Beauty,8512.0,
B09WDB671J,2022-11-08,Body Talcum Powders,57.0,
B00YXZ1B4W,2022-11-08,Beauty,10935.0,
B00YXZ1B4W,2022-11-09,Beauty,8450.0,10935.0
B00YXZ1B4W,2022-11-08,Compact Powder,74.0,
B00YXZ1B4W,2022-11-09,Body Talcum Powders,56.0,
B00CRDO2GQ,2022-11-08,Beauty,3184.0,
B00CRDO2GQ,2022-11-09,Beauty,3175.0,3184.0
B00CRDO2GQ,2022-11-08,Body Talcum Powders,25.0,
B00CRDO2GQ,2022-11-09,Body Talcum Powders,26.0,25.0
B01412WVSG,2022-11-08,Beauty,24025.0,
B01412WVSG,2022-11-08,Body Talcum Powders,117.0,
B09JWWJVDZ,2022-11-08,Beauty,1143.0,
B09JWWJVDZ,2022-11-09,Beauty,1280.0,1143.0
B09JWWJVDZ,2022-11-08,Body Talcum Powders,8.0,
B09JWWJVDZ,2022-11-09,Body Talcum Powders,10.0,8.0
B00N5K48R8,2022-11-08,Beauty,2074.0,
B00N5K48R8,2022-11-08,Body Talcum Powders,18.0,
B09VP56SXC,2022-11-08,Beauty,6420.0,
B09VP56SXC,2022-11-09,Beauty,5902.0,6420.0
B09VP56SXC,2022-11-08,Body Talcum Powders,46.0,
B09VP56SXC,2022-11-09,Body Talcum Powders,43.0,46.0
B00G4UCAD0,2022-11-08,Beauty,868.0,
B00G4UCAD0,2022-11-09,Beauty,1153.0,868.0
B00G4UCAD0,2022-11-08,Body Talcum Powders,4.0,
B00G4UCAD0,2022-11-09,Body Talcum Powders,5.0,4.0
B003GSPFFI,2022-11-08,Beauty,2072.0,
B003GSPFFI,2022-11-09,Beauty,2106.0,2072.0
B003GSPFFI,2022-11-08,Body Talcum Powders,18.0,
B003GSPFFI,2022-11-09,Body Talcum Powders,17.0,18.0
B09TVSSP42,2022-11-08,Beauty,85473.0,
B09TVSSP42,2022-11-08,Body Talcum Powders,329.0,
B00I4S8A6Q,2022-11-08,Beauty,32912.0,
B00I4S8A6Q,2022-11-09,Beauty,48039.0,32912.0
B00I4S8A6Q,2022-11-08,Body Talcum Powders,150.0,
B00I4S8A6Q,2022-11-09,Body Talcum Powders,197.0,150.0
B00UYGD30Y,2022-11-08,Beauty,30779.0,
B00UYGD30Y,2022-11-09,Beauty,42622.0,30779.0
B00UYGD30Y,2022-11-08,Body Talcum Powders,143.0,
B00UYGD30Y,2022-11-09,Body Talcum Powders,174.0,143.0
B01ET71W2E,2022-11-08,Beauty,11456.0,
B01ET71W2E,2022-11-09,Beauty,10481.0,11456.0
B01ET71W2E,2022-11-08,Body Talcum Powders,67.0,
B01ET71W2E,2022-11-09,Body Talcum Powders,64.0,67.0
B07RFHQ37N,2022-11-08,Beauty,427218.0,
B07RFHQ37N,2022-11-09,Beauty,427617.0,427218.0
B07RFHQ37N,2022-11-08,Body Talcum Powders,1026.0,
B07RFHQ37N,2022-11-09,Body Talcum Powders,1022.0,1026.0
B09YDKT7CS,2022-11-08,Beauty,4125.0,
B09YDKT7CS,2022-11-09,Beauty,4703.0,4125.0
B09YDKT7CS,2022-11-08,Body Talcum Powders,34.0,
B09YDKT7CS,2022-11-09,Body Talcum Powders,36.0,34.0
B08DHCKTCC,2022-11-08,Beauty,60905.0,
B08DHCKTCC,2022-11-09,Beauty,62806.0,60905.0
B08DHCKTCC,2022-11-08,Body Talcum Powders,255.0,
B08DHCKTCC,2022-11-09,Body Talcum Powders,253.0,255.0
B07NYJH97S,2022-11-08,Beauty,95695.0,
B07NYJH97S,2022-11-09,Beauty,103688.0,95695.0
B07NYJH97S,2022-11-08,Body Talcum Powders,362.0,
B07NYJH97S,2022-11-09,Body Talcum Powders,376.0,362.0
B086KJ9CBK,2022-11-08,Beauty,109229.0,
B086KJ9CBK,2022-11-09,Beauty,111353.0,109229.0
B086KJ9CBK,2022-11-08,Body Talcum Powders,403.0,
B086KJ9CBK,2022-11-09,Body Talcum Powders,400.0,403.0
B015FMVPGK,2022-11-08,Beauty,58215.0,
B015FMVPGK,2022-11-09,Beauty,63753.0,58215.0
B015FMVPGK,2022-11-08,Body Talcum Powders,246.0,
B015FMVPGK,2022-11-09,Body Talcum Powders,256.0,246.0
B01NB0YHKG,2022-11-08,Beauty,3770.0,
B01NB0YHKG,2022-11-09,Beauty,3461.0,3770.0
B01NB0YHKG,2022-11-08,Body Talcum Powders,28.0,
B01NB0YHKG,2022-11-09,Body Talcum Powders,28.0,28.0
B00DRE06NM,2022-11-08,Beauty,1245.0,
B00DRE06NM,2022-11-09,Beauty,1278.0,1245.0
B00DRE06NM,2022-11-08,Body Talcum Powders,11.0,
B00DRE06NM,2022-11-09,Body Talcum Powders,9.0,11.0
B09B9K4RW6,2022-11-08,Beauty,7785.0,
B09B9K4RW6,2022-11-09,Beauty,5942.0,7785.0
B09B9K4RW6,2022-11-08,Body Talcum Powders,52.0,
B09B9K4RW6,2022-11-09,Body Talcum Powders,45.0,52.0
B06X3QZPJX,2022-11-08,Beauty,2392.0,
B06X3QZPJX,2022-11-08,Body Talcum Powders,20.0,
B01CNRSA3Q,2022-11-08,Beauty,86420.0,
B01CNRSA3Q,2022-11-09,Beauty,87255.0,86420.0
B01CNRSA3Q,2022-11-08,Body Talcum Powders,331.0,
B01CNRSA3Q,2022-11-09,Body Talcum Powders,324.0,331.0
B00E63DZ7M,2022-11-08,Beauty,271846.0,
B00E63DZ7M,2022-11-08,Body Talcum Powders,777.0,
B077KB116K,2022-11-08,Beauty,126422.0,
B077KB116K,2022-11-09,Beauty,128084.0,126422.0
B077KB116K,2022-11-08,Body Talcum Powders,451.0,
B077KB116K,2022-11-09,Body Talcum Powders,449.0,451.0
B00YXYZ6QM,2022-11-08,Beauty,186107.0,
B00YXYZ6QM,2022-11-09,Beauty,187175.0,186107.0
B00YXYZ6QM,2022-11-08,Body Talcum Powders,582.0,
B00YXYZ6QM,2022-11-09,Body Talcum Powders,583.0,582.0
B07BHPMQCX,2022-11-08,Beauty,92640.0,
B07BHPMQCX,2022-11-09,Beauty,41505.0,92640.0
B07BHPMQCX,2022-11-08,Body Talcum Powders,352.0,
B07BHPMQCX,2022-11-09,Body Talcum Powders,165.0,352.0
B07856VTPV,2022-11-08,Beauty,110325.0,
B07856VTPV,2022-11-09,Beauty,111631.0,110325.0
B07856VTPV,2022-11-08,Body Talcum Powders,407.0,
B07856VTPV,2022-11-09,Body Talcum Powders,402.0,407.0
B08Y8LLSXB,2022-11-08,Beauty,29005.0,
B08Y8LLSXB,2022-11-09,Beauty,48204.0,29005.0
B08Y8LLSXB,2022-11-08,Body Talcum Powders,137.0,
B08Y8LLSXB,2022-11-09,Body Talcum Powders,198.0,137.0
B091N5XQ88,2022-11-08,Beauty,9217.0,
B091N5XQ88,2022-11-08,Body Talcum Powders,58.0,
B00MUKR09M,2022-11-08,Beauty,3595.0,
B00MUKR09M,2022-11-08,Body Talcum Powders,28.0,
B07NJVMYZQ,2022-11-08,Beauty,31735.0,
B07NJVMYZQ,2022-11-09,Beauty,45829.0,31735.0
B07NJVMYZQ,2022-11-08,Body Talcum Powders,145.0,
B07NJVMYZQ,2022-11-09,Body Talcum Powders,186.0,145.0
B07NJVMYZQ,2022-11-08,Solid Soap Bars,1361.0,
B07NJVMYZQ,2022-11-09,Solid Soap Bars,2026.0,1361.0
B07VN7SCFM,2022-11-08,Beauty,55400.0,
B07VN7SCFM,2022-11-09,Beauty,60491.0,55400.0
B07VN7SCFM,2022-11-08,Body Talcum Powders,236.0,
B07VN7SCFM,2022-11-09,Body Talcum Powders,243.0,236.0
B09VGSLZSY,2022-11-08,Beauty,44605.0,
B09VGSLZSY,2022-11-08,Body Talcum Powders,190.0,
B07HW1RKDR,2022-11-08,Beauty,227636.0,
B07HW1RKDR,2022-11-09,Beauty,228039.0,227636.0
B07HW1RKDR,2022-11-08,Body Talcum Powders,690.0,
B07HW1RKDR,2022-11-09,Body Talcum Powders,687.0,690.0
B082JN1FZC,2022-11-08,Beauty,1983.0,
B082JN1FZC,2022-11-09,Beauty,1774.0,1983.0
B082JN1FZC,2022-11-08,Body Talcum Powders,15.0,
B082JN1FZC,2022-11-09,Body Talcum Powders,15.0,15.0
B09JNVTSH2,2022-11-08,Beauty,88731.0,
B09JNVTSH2,2022-11-09,Beauty,90645.0,88731.0
B09JNVTSH2,2022-11-08,Body Talcum Powders,336.0,
B09JNVTSH2,2022-11-09,Body Talcum Powders,334.0,336.0
B09Y2BTGC2,2022-11-08,Beauty,229232.0,
B09Y2BTGC2,2022-11-09,Beauty,232042.0,229232.0
B09Y2BTGC2,2022-11-08,Body Talcum Powders,694.0,
B09Y2BTGC2,2022-11-09,Body Talcum Powders,692.0,694.0
B09YHZN2K3,2022-11-08,Beauty,25875.0,
B09YHZN2K3,2022-11-09,Beauty,42551.0,25875.0
B09YHZN2K3,2022-11-08,Body Talcum Powders,125.0,
B09YHZN2K3,2022-11-09,Body Talcum Powders,173.0,125.0
B008KH3VLK,2022-11-08,Beauty,95339.0,
B008KH3VLK,2022-11-09,Beauty,96496.0,95339.0
B008KH3VLK,2022-11-08,Body Talcum Powders,359.0,
B008KH3VLK,2022-11-09,Body Talcum Powders,356.0,359.0
B00DRE2ZNG,2022-11-08,Beauty,2669.0,
B00DRE2ZNG,2022-11-09,Beauty,2883.0,2669.0
B00DRE2ZNG,2022-11-08,Body Talcum Powders,22.0,
B00DRE2ZNG,2022-11-09,Body Talcum Powders,25.0,22.0
B06XZN4YGL,2022-11-08,Beauty,100448.0,
B06XZN4YGL,2022-11-09,Beauty,101460.0,100448.0
B06XZN4YGL,2022-11-08,Body Talcum Powders,376.0,
B06XZN4YGL,2022-11-09,Body Talcum Powders,369.0,376.0
B077H177YP,2022-11-08,Beauty,9510.0,
B077H177YP,2022-11-09,Beauty,10828.0,9510.0
B077H177YP,2022-11-08,Body Talcum Powders,59.0,
B077H177YP,2022-11-09,Body Talcum Powders,67.0,59.0
B08MTNQ7QR,2022-11-08,Beauty,136249.0,
B08MTNQ7QR,2022-11-09,Beauty,139852.0,136249.0
B08MTNQ7QR,2022-11-08,Body Talcum Powders,478.0,
B08MTNQ7QR,2022-11-09,Body Talcum Powders,479.0,478.0
B07CB6SSJZ,2022-11-08,Beauty,62827.0,
B07CB6SSJZ,2022-11-09,Beauty,94622.0,62827.0
B07CB6SSJZ,2022-11-08,Body Talcum Powders,261.0,
B07CB6SSJZ,2022-11-09,Body Talcum Powders,348.0,261.0
B09YDKYTVW,2022-11-08,Beauty,7559.0,
B09YDKYTVW,2022-11-09,Beauty,6131.0,7559.0
B09YDKYTVW,2022-11-08,Body Talcum Powders,50.0,
B09YDKYTVW,2022-11-09,Body Talcum Powders,47.0,50.0
B008KH3W3C,2022-11-08,Beauty,106073.0,
B008KH3W3C,2022-11-09,Beauty,106007.0,106073.0
B008KH3W3C,2022-11-08,Body Talcum Powders,390.0,
B008KH3W3C,2022-11-09,Body Talcum Powders,381.0,390.0
B08HHXQ6WV,2022-11-08,Beauty,25420.0,
B08HHXQ6WV,2022-11-09,Beauty,15037.0,25420.0
B08HHXQ6WV,2022-11-08,Body Talcum Powders,123.0,
B08HHXQ6WV,2022-11-09,Body Talcum Powders,84.0,123.0
B00546YWD6,2022-11-08,Beauty,12706.0,
B00546YWD6,2022-11-08,Body Talcum Powders,76.0,
B08YKGP8WF,2022-11-08,Beauty,1218.0,
B08YKGP8WF,2022-11-09,Beauty,1190.0,1218.0
B08YKGP8WF,2022-11-08,Body Talcum Powders,9.0,
B08YKGP8WF,2022-11-09,Body Talcum Powders,7.0,9.0
B08YKGP8WF,2022-11-08,Lip Balms,30.0,
B08YKGP8WF,2022-11-09,Lip Balms,30.0,30.0
B07PYC3F76,2022-11-08,Beauty,29525.0,
B07PYC3F76,2022-11-09,Beauty,48585.0,29525.0
B07PYC3F76,2022-11-08,Body Talcum Powders,139.0,
B07PYC3F76,2022-11-09,Body Talcum Powders,199.0,139.0
B08YKJ4HJH,2022-11-08,Beauty,1218.0,
B08YKJ4HJH,2022-11-09,Beauty,1190.0,1218.0
B08YKJ4HJH,2022-11-08,Body Talcum Powders,9.0,
B08YKJ4HJH,2022-11-09,Body Talcum Powders,7.0,9.0
B08YKJ4HJH,2022-11-08,Lip Balms,30.0,
B08YKJ4HJH,2022-11-09,Lip Balms,30.0,30.0
B08Z33GN88,2022-11-08,Beauty,26571.0,
B08Z33GN88,2022-11-09,Beauty,15884.0,26571.0
B08Z33GN88,2022-11-08,Face Pack,461.0,
B08Z33GN88,2022-11-09,Face Pack,242.0,461.0
B00I4S88K4,2022-11-08,Beauty,16449.0,
B00I4S88K4,2022-11-08,Compact Powder,101.0,
