ASIN,Details Tag,Marketplace,Present
TLCGBWPDW9QBYGCW,Brand,FLIPKART,True
TLCGBWPDW9QBYGCW,Ideal For,FLIPKART,True
TLCGBWPDW9QBYGCW,Other Features,FLIPKART,False
TLCGBWPDW9QBYGCW,Model Number,FLIPKART,False
TLCGBWPDW9QBYGCW,Container Type,FLIPKART,False
TLCGBWPDW9QBYGCW,Organic,FLIPKART,False
TLCGBWPDW9QBYGCW,Quantity,FLIPKART,True
TLCGBWPDW9QBYGCW,Pack of,FLIPKART,True
TLCGBWPDW9QBYGCW,Ingredient Type,FLIPKART,False
TLCGBWPDW9QBYGCW,Model Name,FLIPKART,True
TLCGBWPDW9QBYGCW,Country of Origin,FLIPKART,True
TLCGBWPDW9QBYGCW,Sales Package,FLIPKART,False
TLCGBWPDW9QBYGCW,Maximum Shelf Life,FLIPKART,True
TLCGBWPDW9QBYGCW,Fragrance,FLIPKART,True
TLCGBWPDW9QBYGCW,Brand,FLIPKART,True
TLCGBWPDW9QBYGCW,Ideal For,FLIPKART,True
TLCGBWPDW9QBYGCW,Other Features,FLIPKART,False
TLCGBWPDW9QBYGCW,Model Number,FLIPKART,False
TLCGBWPDW9QBYGCW,Container Type,FLIPKART,False
TLCGBWPDW9QBYGCW,Organic,FLIPKART,False
TLCGBWPDW9QBYGCW,Quantity,FLIPKART,True
TLCGBWPDW9QBYGCW,Pack of,FLIPKART,True
TLCGBWPDW9QBYGCW,Ingredient Type,FLIPKART,False
TLCGBWPDW9QBYGCW,Model Name,FLIPKART,True
TLCGCXFYRBGZHSAG,Country of Origin,FLIPKART,False
TLCGCXFYRBGZHSAG,Sales Package,FLIPKART,True
TLCGCXFYRBGZHSAG,Maximum Shelf Life,FLIPKART,True
TLCGCXFYRBGZHSAG,Fragrance,FLIPKART,False
TLCGCXFYRBGZHSAG,Brand,FLIPKART,True
TLCGCXFYRBGZHSAG,Ideal For,FLIPKART,True
TLCGCXFYRBGZHSAG,Other Features,FLIPKART,False
TLCGCXFYRBGZHSAG,Model Number,FLIPKART,True
TLCGCXFYRBGZHSAG,Container Type,FLIPKART,True
TLCGCXFYRBGZHSAG,Organic,FLIPKART,False
TLCGCXFYRBGZHSAG,Quantity,FLIPKART,True
TLCGCXFYRBGZHSAG,Pack of,FLIPKART,True
TLCGCXFYRBGZHSAG,Ingredient Type,FLIPKART,False
TLCGCXFYRBGZHSAG,Model Name,FLIPKART,True
TLCGCXFYRBGZHSAG,Country of Origin,FLIPKART,False
TLCGCXFYRBGZHSAG,Sales Package,FLIPKART,True
TLCGCXFYRBGZHSAG,Maximum Shelf Life,FLIPKART,True
TLCGCXFYRBGZHSAG,Fragrance,FLIPKART,False
TLCGCXFYRBGZHSAG,Brand,FLIPKART,True
TLCGCXFYRBGZHSAG,Ideal For,FLIPKART,True
TLCGCXFYRBGZHSAG,Other Features,FLIPKART,False
TLCGCXFYRBGZHSAG,Model Number,FLIPKART,True
TLCGCXFYRBGZHSAG,Container Type,FLIPKART,True
TLCGCXFYRBGZHSAG,Organic,FLIPKART,False
TLCGCXFYRBGZHSAG,Quantity,FLIPKART,True
TLCGCXFYRBGZHSAG,Pack of,FLIPKART,True
TLCGCXFYRBGZHSAG,Ingredient Type,FLIPKART,False
TLCGCXFYRBGZHSAG,Model Name,FLIPKART,True
TLCGBWPDHCZXJDKM,Country of Origin,FLIPKART,True
TLCGBWPDHCZXJDKM,Sales Package,FLIPKART,False
TLCGBWPDHCZXJDKM,Maximum Shelf Life,FLIPKART,True
TLCGBWPDHCZXJDKM,Fragrance,FLIPKART,True
TLCGBWPDHCZXJDKM,Brand,FLIPKART,True
TLCGBWPDHCZXJDKM,Ideal For,FLIPKART,True
TLCGBWPDHCZXJDKM,Other Features,FLIPKART,False
TLCGBWPDHCZXJDKM,Model Number,FLIPKART,False
TLCGBWPDHCZXJDKM,Container Type,FLIPKART,False
TLCGBWPDHCZXJDKM,Organic,FLIPKART,False
TLCGBWPDHCZXJDKM,Quantity,FLIPKART,True
TLCGBWPDHCZXJDKM,Pack of,FLIPKART,True
TLCGBWPDHCZXJDKM,Ingredient Type,FLIPKART,False
TLCGBWPDHCZXJDKM,Model Name,FLIPKART,True
TLCGCXGEJJCKHRVG,Country of Origin,FLIPKART,True
TLCGCXGEJJCKHRVG,Sales Package,FLIPKART,True
TLCGCXGEJJCKHRVG,Maximum Shelf Life,FLIPKART,True
TLCGCXGEJJCKHRVG,Fragrance,FLIPKART,True
TLCGCXGEJJCKHRVG,Brand,FLIPKART,True
TLCGCXGEJJCKHRVG,Ideal For,FLIPKART,True
TLCGCXGEJJCKHRVG,Other Features,FLIPKART,False
TLCGCXGEJJCKHRVG,Model Number,FLIPKART,True
TLCGCXGEJJCKHRVG,Container Type,FLIPKART,True
TLCGCXGEJJCKHRVG,Organic,FLIPKART,False
TLCGCXGEJJCKHRVG,Quantity,FLIPKART,True
TLCGCXGEJJCKHRVG,Pack of,FLIPKART,True
TLCGCXGEJJCKHRVG,Ingredient Type,FLIPKART,False
TLCGCXGEJJCKHRVG,Model Name,FLIPKART,True
TLCG2HDH6YH5BXKD,Country of Origin,FLIPKART,True
TLCG2HDH6YH5BXKD,Sales Package,FLIPKART,False
TLCG2HDH6YH5BXKD,Maximum Shelf Life,FLIPKART,False
TLCG2HDH6YH5BXKD,Fragrance,FLIPKART,True
TLCG2HDH6YH5BXKD,Brand,FLIPKART,True
TLCG2HDH6YH5BXKD,Ideal For,FLIPKART,True
TLCG2HDH6YH5BXKD,Other Features,FLIPKART,False
TLCG2HDH6YH5BXKD,Model Number,FLIPKART,False
TLCG2HDH6YH5BXKD,Container Type,FLIPKART,False
TLCG2HDH6YH5BXKD,Organic,FLIPKART,True
TLCG2HDH6YH5BXKD,Quantity,FLIPKART,True
TLCG2HDH6YH5BXKD,Pack of,FLIPKART,True
TLCG2HDH6YH5BXKD,Ingredient Type,FLIPKART,False
TLCG2HDH6YH5BXKD,Model Name,FLIPKART,True
TLCG2S55AAPGGUPH,Country of Origin,FLIPKART,False
TLCG2S55AAPGGUPH,Sales Package,FLIPKART,False
TLCG2S55AAPGGUPH,Maximum Shelf Life,FLIPKART,False
TLCG2S55AAPGGUPH,Fragrance,FLIPKART,False
TLCG2S55AAPGGUPH,Brand,FLIPKART,True
TLCG2S55AAPGGUPH,Ideal For,FLIPKART,True
TLCG2S55AAPGGUPH,Other Features,FLIPKART,False
TLCG2S55AAPGGUPH,Model Number,FLIPKART,False
TLCG2S55AAPGGUPH,Container Type,FLIPKART,False
TLCG2S55AAPGGUPH,Organic,FLIPKART,False
TLCG2S55AAPGGUPH,Quantity,FLIPKART,True
TLCG2S55AAPGGUPH,Pack of,FLIPKART,True
TLCG2S55AAPGGUPH,Ingredient Type,FLIPKART,False
TLCG2S55AAPGGUPH,Model Name,FLIPKART,True
TLCGF5FYWQZZXEWY,Country of Origin,FLIPKART,False
TLCGF5FYWQZZXEWY,Sales Package,FLIPKART,False
TLCGF5FYWQZZXEWY,Maximum Shelf Life,FLIPKART,False
TLCGF5FYWQZZXEWY,Fragrance,FLIPKART,False
TLCGF5FYWQZZXEWY,Brand,FLIPKART,True
TLCGF5FYWQZZXEWY,Ideal For,FLIPKART,True
TLCGF5FYWQZZXEWY,Other Features,FLIPKART,False
TLCGF5FYWQZZXEWY,Model Number,FLIPKART,False
TLCGF5FYWQZZXEWY,Container Type,FLIPKART,False
TLCGF5FYWQZZXEWY,Organic,FLIPKART,True
TLCGF5FYWQZZXEWY,Quantity,FLIPKART,True
TLCGF5FYWQZZXEWY,Pack of,FLIPKART,True
TLCGF5FYWQZZXEWY,Ingredient Type,FLIPKART,False
TLCGF5FYWQZZXEWY,Model Name,FLIPKART,True
TLCG2S5FYC8WPBYA,Country of Origin,FLIPKART,False
TLCG2S5FYC8WPBYA,Sales Package,FLIPKART,False
TLCG2S5FYC8WPBYA,Maximum Shelf Life,FLIPKART,False
TLCG2S5FYC8WPBYA,Fragrance,FLIPKART,False
TLCG2S5FYC8WPBYA,Brand,FLIPKART,True
TLCG2S5FYC8WPBYA,Ideal For,FLIPKART,True
TLCG2S5FYC8WPBYA,Other Features,FLIPKART,False
TLCG2S5FYC8WPBYA,Model Number,FLIPKART,False
TLCG2S5FYC8WPBYA,Container Type,FLIPKART,False
TLCG2S5FYC8WPBYA,Organic,FLIPKART,False
TLCG2S5FYC8WPBYA,Quantity,FLIPKART,True
TLCG2S5FYC8WPBYA,Pack of,FLIPKART,True
TLCG2S5FYC8WPBYA,Ingredient Type,FLIPKART,False
TLCG2S5FYC8WPBYA,Model Name,FLIPKART,True
TLCGYP9UGMYDZRDG,Country of Origin,FLIPKART,False
TLCGYP9UGMYDZRDG,Sales Package,FLIPKART,False
TLCGYP9UGMYDZRDG,Maximum Shelf Life,FLIPKART,False
TLCGYP9UGMYDZRDG,Fragrance,FLIPKART,False
TLCGYP9UGMYDZRDG,Brand,FLIPKART,True
TLCGYP9UGMYDZRDG,Ideal For,FLIPKART,True
TLCGYP9UGMYDZRDG,Other Features,FLIPKART,False
TLCGYP9UGMYDZRDG,Model Number,FLIPKART,False
TLCGYP9UGMYDZRDG,Container Type,FLIPKART,False
TLCGYP9UGMYDZRDG,Organic,FLIPKART,False
TLCGYP9UGMYDZRDG,Quantity,FLIPKART,True
TLCGYP9UGMYDZRDG,Pack of,FLIPKART,True
TLCGYP9UGMYDZRDG,Ingredient Type,FLIPKART,False
TLCGYP9UGMYDZRDG,Model Name,FLIPKART,True
TLCGYQDZZZHTYVHW,Country of Origin,FLIPKART,True
TLCGYQDZZZHTYVHW,Sales Package,FLIPKART,False
TLCGYQDZZZHTYVHW,Maximum Shelf Life,FLIPKART,False
TLCGYQDZZZHTYVHW,Fragrance,FLIPKART,False
TLCGYQDZZZHTYVHW,Brand,FLIPKART,True
TLCGYQDZZZHTYVHW,Ideal For,FLIPKART,True
TLCGYQDZZZHTYVHW,Other Features,FLIPKART,False
TLCGYQDZZZHTYVHW,Model Number,FLIPKART,False
TLCGYQDZZZHTYVHW,Container Type,FLIPKART,False
TLCGYQDZZZHTYVHW,Organic,FLIPKART,False
TLCGYQDZZZHTYVHW,Quantity,FLIPKART,True
TLCGYQDZZZHTYVHW,Pack of,FLIPKART,True
TLCGYQDZZZHTYVHW,Ingredient Type,FLIPKART,False
TLCGYQDZZZHTYVHW,Model Name,FLIPKART,True
TLCG2HDNMK6GSXGG,Country of Origin,FLIPKART,True
TLCG2HDNMK6GSXGG,Sales Package,FLIPKART,False
TLCG2HDNMK6GSXGG,Maximum Shelf Life,FLIPKART,False
TLCG2HDNMK6GSXGG,Fragrance,FLIPKART,False
TLCG2HDNMK6GSXGG,Brand,FLIPKART,True
TLCG2HDNMK6GSXGG,Ideal For,FLIPKART,True
TLCG2HDNMK6GSXGG,Other Features,FLIPKART,False
TLCG2HDNMK6GSXGG,Model Number,FLIPKART,False
TLCG2HDNMK6GSXGG,Container Type,FLIPKART,False
TLCG2HDNMK6GSXGG,Organic,FLIPKART,False
TLCG2HDNMK6GSXGG,Quantity,FLIPKART,True
TLCG2HDNMK6GSXGG,Pack of,FLIPKART,True
TLCG2HDNMK6GSXGG,Ingredient Type,FLIPKART,False
TLCG2HDNMK6GSXGG,Model Name,FLIPKART,True
TLCG2FSKMK9HZKMS,Country of Origin,FLIPKART,False
TLCG2FSKMK9HZKMS,Sales Package,FLIPKART,False
TLCG2FSKMK9HZKMS,Maximum Shelf Life,FLIPKART,False
TLCG2FSKMK9HZKMS,Fragrance,FLIPKART,True
TLCG2FSKMK9HZKMS,Brand,FLIPKART,True
TLCG2FSKMK9HZKMS,Ideal For,FLIPKART,True
TLCG2FSKMK9HZKMS,Other Features,FLIPKART,False
TLCG2FSKMK9HZKMS,Model Number,FLIPKART,False
TLCG2FSKMK9HZKMS,Container Type,FLIPKART,True
TLCG2FSKMK9HZKMS,Organic,FLIPKART,True
TLCG2FSKMK9HZKMS,Quantity,FLIPKART,True
TLCG2FSKMK9HZKMS,Pack of,FLIPKART,True
TLCG2FSKMK9HZKMS,Ingredient Type,FLIPKART,True
TLCG2FSKMK9HZKMS,Model Name,FLIPKART,True
TLCFY5HFXXUST39G,Country of Origin,FLIPKART,False
TLCFY5HFXXUST39G,Sales Package,FLIPKART,False
TLCFY5HFXXUST39G,Maximum Shelf Life,FLIPKART,False
TLCFY5HFXXUST39G,Fragrance,FLIPKART,False
TLCFY5HFXXUST39G,Brand,FLIPKART,True
TLCFY5HFXXUST39G,Ideal For,FLIPKART,True
TLCFY5HFXXUST39G,Other Features,FLIPKART,False
TLCFY5HFXXUST39G,Model Number,FLIPKART,False
TLCFY5HFXXUST39G,Container Type,FLIPKART,False
TLCFY5HFXXUST39G,Organic,FLIPKART,True
TLCFY5HFXXUST39G,Quantity,FLIPKART,True
TLCFY5HFXXUST39G,Pack of,FLIPKART,True
TLCFY5HFXXUST39G,Ingredient Type,FLIPKART,False
TLCFY5HFXXUST39G,Model Name,FLIPKART,True
TLCFY5HFXXUST39G,Country of Origin,FLIPKART,False
TLCFY5HFXXUST39G,Sales Package,FLIPKART,False
TLCFY5HFXXUST39G,Maximum Shelf Life,FLIPKART,False
TLCFY5HFXXUST39G,Fragrance,FLIPKART,False
TLCFY5HFXXUST39G,Brand,FLIPKART,True
TLCFY5HFXXUST39G,Ideal For,FLIPKART,True
TLCFY5HFXXUST39G,Other Features,FLIPKART,False
TLCFY5HFXXUST39G,Model Number,FLIPKART,False
TLCFY5HFXXUST39G,Container Type,FLIPKART,False
TLCFY5HFXXUST39G,Organic,FLIPKART,True
TLCFY5HFXXUST39G,Quantity,FLIPKART,True
TLCFY5HFXXUST39G,Pack of,FLIPKART,True
TLCFY5HFXXUST39G,Ingredient Type,FLIPKART,False
TLCFY5HFXXUST39G,Model Name,FLIPKART,True
TLCG2HDUGHHSZYM5,Country of Origin,FLIPKART,False
TLCG2HDUGHHSZYM5,Sales Package,FLIPKART,False
TLCG2HDUGHHSZYM5,Maximum Shelf Life,FLIPKART,False
TLCG2HDUGHHSZYM5,Fragrance,FLIPKART,True
TLCG2HDUGHHSZYM5,Brand,FLIPKART,True
TLCG2HDUGHHSZYM5,Ideal For,FLIPKART,True
TLCG2HDUGHHSZYM5,Other Features,FLIPKART,False
TLCG2HDUGHHSZYM5,Model Number,FLIPKART,False
TLCG2HDUGHHSZYM5,Container Type,FLIPKART,False
TLCG2HDUGHHSZYM5,Organic,FLIPKART,False
TLCG2HDUGHHSZYM5,Quantity,FLIPKART,True
TLCG2HDUGHHSZYM5,Pack of,FLIPKART,True
TLCG2HDUGHHSZYM5,Ingredient Type,FLIPKART,False
TLCG2HDUGHHSZYM5,Model Name,FLIPKART,True
TLCG28Y8FCFMZMJT,Country of Origin,FLIPKART,True
TLCG28Y8FCFMZMJT,Sales Package,FLIPKART,True
TLCG28Y8FCFMZMJT,Maximum Shelf Life,FLIPKART,True
TLCG28Y8FCFMZMJT,Fragrance,FLIPKART,True
TLCG28Y8FCFMZMJT,Brand,FLIPKART,True
TLCG28Y8FCFMZMJT,Ideal For,FLIPKART,True
TLCG28Y8FCFMZMJT,Other Features,FLIPKART,False
TLCG28Y8FCFMZMJT,Model Number,FLIPKART,False
TLCG28Y8FCFMZMJT,Container Type,FLIPKART,True
TLCG28Y8FCFMZMJT,Organic,FLIPKART,True
TLCG28Y8FCFMZMJT,Quantity,FLIPKART,True
TLCG28Y8FCFMZMJT,Pack of,FLIPKART,True
TLCG28Y8FCFMZMJT,Ingredient Type,FLIPKART,True
TLCG28Y8FCFMZMJT,Model Name,FLIPKART,True
TLCG2ZYYCHCG8UG7,Country of Origin,FLIPKART,False
TLCG2ZYYCHCG8UG7,Sales Package,FLIPKART,False
TLCG2ZYYCHCG8UG7,Maximum Shelf Life,FLIPKART,False
TLCG2ZYYCHCG8UG7,Fragrance,FLIPKART,False
TLCG2ZYYCHCG8UG7,Brand,FLIPKART,True
TLCG2ZYYCHCG8UG7,Ideal For,FLIPKART,True
TLCG2ZYYCHCG8UG7,Other Features,FLIPKART,False
TLCG2ZYYCHCG8UG7,Model Number,FLIPKART,False
TLCG2ZYYCHCG8UG7,Container Type,FLIPKART,False
TLCG2ZYYCHCG8UG7,Organic,FLIPKART,False
TLCG2ZYYCHCG8UG7,Quantity,FLIPKART,True
TLCG2ZYYCHCG8UG7,Pack of,FLIPKART,True
TLCG2ZYYCHCG8UG7,Ingredient Type,FLIPKART,False
TLCG2ZYYCHCG8UG7,Model Name,FLIPKART,True
TLCG2AGMXP4DZBCJ,Country of Origin,FLIPKART,False
TLCG2AGMXP4DZBCJ,Sales Package,FLIPKART,False
TLCG2AGMXP4DZBCJ,Maximum Shelf Life,FLIPKART,False
TLCG2AGMXP4DZBCJ,Fragrance,FLIPKART,True
TLCG2AGMXP4DZBCJ,Brand,FLIPKART,True
TLCG2AGMXP4DZBCJ,Ideal For,FLIPKART,True
TLCG2AGMXP4DZBCJ,Other Features,FLIPKART,False
TLCG2AGMXP4DZBCJ,Model Number,FLIPKART,False
TLCG2AGMXP4DZBCJ,Container Type,FLIPKART,True
TLCG2AGMXP4DZBCJ,Organic,FLIPKART,True
TLCG2AGMXP4DZBCJ,Quantity,FLIPKART,True
TLCG2AGMXP4DZBCJ,Pack of,FLIPKART,True
TLCG2AGMXP4DZBCJ,Ingredient Type,FLIPKART,True
TLCG2AGMXP4DZBCJ,Model Name,FLIPKART,True
TLCFXFQ9SM3GMUTT,Country of Origin,FLIPKART,True
TLCFXFQ9SM3GMUTT,Sales Package,FLIPKART,False
TLCFXFQ9SM3GMUTT,Maximum Shelf Life,FLIPKART,False
TLCFXFQ9SM3GMUTT,Fragrance,FLIPKART,True
TLCFXFQ9SM3GMUTT,Brand,FLIPKART,True
TLCFXFQ9SM3GMUTT,Ideal For,FLIPKART,True
TLCFXFQ9SM3GMUTT,Other Features,FLIPKART,False
TLCFXFQ9SM3GMUTT,Model Number,FLIPKART,False
TLCFXFQ9SM3GMUTT,Container Type,FLIPKART,False
TLCFXFQ9SM3GMUTT,Organic,FLIPKART,True
TLCFXFQ9SM3GMUTT,Quantity,FLIPKART,True
TLCFXFQ9SM3GMUTT,Pack of,FLIPKART,True
TLCFXFQ9SM3GMUTT,Ingredient Type,FLIPKART,True
TLCFXFQ9SM3GMUTT,Model Name,FLIPKART,True
TLCG2S4RQXYSBYNA,Country of Origin,FLIPKART,False
TLCG2S4RQXYSBYNA,Sales Package,FLIPKART,False
TLCG2S4RQXYSBYNA,Maximum Shelf Life,FLIPKART,False
TLCG2S4RQXYSBYNA,Fragrance,FLIPKART,False
TLCG2S4RQXYSBYNA,Brand,FLIPKART,True
TLCG2S4RQXYSBYNA,Ideal For,FLIPKART,True
TLCG2S4RQXYSBYNA,Other Features,FLIPKART,False
TLCG2S4RQXYSBYNA,Model Number,FLIPKART,False
TLCG2S4RQXYSBYNA,Container Type,FLIPKART,False
TLCG2S4RQXYSBYNA,Organic,FLIPKART,False
TLCG2S4RQXYSBYNA,Quantity,FLIPKART,True
TLCG2S4RQXYSBYNA,Pack of,FLIPKART,True
TLCG2S4RQXYSBYNA,Ingredient Type,FLIPKART,False
TLCG2S4RQXYSBYNA,Model Name,FLIPKART,True
TLCFZZUN6NVUGQHC,Country of Origin,FLIPKART,False
TLCFZZUN6NVUGQHC,Sales Package,FLIPKART,False
TLCFZZUN6NVUGQHC,Maximum Shelf Life,FLIPKART,False
TLCFZZUN6NVUGQHC,Fragrance,FLIPKART,False
TLCFZZUN6NVUGQHC,Brand,FLIPKART,True
TLCFZZUN6NVUGQHC,Ideal For,FLIPKART,True
TLCFZZUN6NVUGQHC,Other Features,FLIPKART,False
TLCFZZUN6NVUGQHC,Model Number,FLIPKART,False
TLCFZZUN6NVUGQHC,Container Type,FLIPKART,False
TLCFZZUN6NVUGQHC,Organic,FLIPKART,False
TLCFZZUN6NVUGQHC,Quantity,FLIPKART,True
TLCFZZUN6NVUGQHC,Pack of,FLIPKART,True
TLCFZZUN6NVUGQHC,Ingredient Type,FLIPKART,False
TLCFZZUN6NVUGQHC,Model Name,FLIPKART,True
TLCG2S4VYWBGGMDC,Country of Origin,FLIPKART,False
TLCG2S4VYWBGGMDC,Sales Package,FLIPKART,False
TLCG2S4VYWBGGMDC,Maximum Shelf Life,FLIPKART,False
TLCG2S4VYWBGGMDC,Fragrance,FLIPKART,False
TLCG2S4VYWBGGMDC,Brand,FLIPKART,True
TLCG2S4VYWBGGMDC,Ideal For,FLIPKART,True
TLCG2S4VYWBGGMDC,Other Features,FLIPKART,False
TLCG2S4VYWBGGMDC,Model Number,FLIPKART,False
TLCG2S4VYWBGGMDC,Container Type,FLIPKART,False
TLCG2S4VYWBGGMDC,Organic,FLIPKART,False
TLCG2S4VYWBGGMDC,Quantity,FLIPKART,True
TLCG2S4VYWBGGMDC,Pack of,FLIPKART,True
TLCG2S4VYWBGGMDC,Ingredient Type,FLIPKART,False
TLCG2S4VYWBGGMDC,Model Name,FLIPKART,True
TLCG28YBGHKUZWP9,Country of Origin,FLIPKART,True
TLCG28YBGHKUZWP9,Sales Package,FLIPKART,True
TLCG28YBGHKUZWP9,Maximum Shelf Life,FLIPKART,True
TLCG28YBGHKUZWP9,Fragrance,FLIPKART,True
TLCG28YBGHKUZWP9,Brand,FLIPKART,True
TLCG28YBGHKUZWP9,Ideal For,FLIPKART,True
TLCG28YBGHKUZWP9,Other Features,FLIPKART,False
TLCG28YBGHKUZWP9,Model Number,FLIPKART,False
TLCG28YBGHKUZWP9,Container Type,FLIPKART,True
TLCG28YBGHKUZWP9,Organic,FLIPKART,True
TLCG28YBGHKUZWP9,Quantity,FLIPKART,True
TLCG28YBGHKUZWP9,Pack of,FLIPKART,True
TLCG28YBGHKUZWP9,Ingredient Type,FLIPKART,True
TLCG28YBGHKUZWP9,Model Name,FLIPKART,True
TLCG2VXJYQVBVGG4,Country of Origin,FLIPKART,False
TLCG2VXJYQVBVGG4,Sales Package,FLIPKART,False
TLCG2VXJYQVBVGG4,Maximum Shelf Life,FLIPKART,False
TLCG2VXJYQVBVGG4,Fragrance,FLIPKART,False
TLCG2VXJYQVBVGG4,Brand,FLIPKART,True
TLCG2VXJYQVBVGG4,Ideal For,FLIPKART,True
TLCG2VXJYQVBVGG4,Other Features,FLIPKART,False
TLCG2VXJYQVBVGG4,Model Number,FLIPKART,False
TLCG2VXJYQVBVGG4,Container Type,FLIPKART,False
TLCG2VXJYQVBVGG4,Organic,FLIPKART,False
TLCG2VXJYQVBVGG4,Quantity,FLIPKART,True
TLCG2VXJYQVBVGG4,Pack of,FLIPKART,True
TLCG2VXJYQVBVGG4,Ingredient Type,FLIPKART,False
TLCG2VXJYQVBVGG4,Model Name,FLIPKART,True
TLCFY5CQAFB5QNED,Country of Origin,FLIPKART,False
TLCFY5CQAFB5QNED,Sales Package,FLIPKART,False
TLCFY5CQAFB5QNED,Maximum Shelf Life,FLIPKART,False
TLCFY5CQAFB5QNED,Fragrance,FLIPKART,False
TLCFY5CQAFB5QNED,Brand,FLIPKART,True
TLCFY5CQAFB5QNED,Ideal For,FLIPKART,True
TLCFY5CQAFB5QNED,Other Features,FLIPKART,False
TLCFY5CQAFB5QNED,Model Number,FLIPKART,False
TLCFY5CQAFB5QNED,Container Type,FLIPKART,False
TLCFY5CQAFB5QNED,Organic,FLIPKART,True
TLCFY5CQAFB5QNED,Quantity,FLIPKART,True
TLCFY5CQAFB5QNED,Pack of,FLIPKART,True
TLCFY5CQAFB5QNED,Ingredient Type,FLIPKART,False
TLCFY5CQAFB5QNED,Model Name,FLIPKART,True
TLCGA5KZJCQQUF5D,Country of Origin,FLIPKART,False
TLCGA5KZJCQQUF5D,Sales Package,FLIPKART,False
TLCGA5KZJCQQUF5D,Maximum Shelf Life,FLIPKART,False
TLCGA5KZJCQQUF5D,Fragrance,FLIPKART,False
TLCGA5KZJCQQUF5D,Brand,FLIPKART,True
TLCGA5KZJCQQUF5D,Ideal For,FLIPKART,True
TLCGA5KZJCQQUF5D,Other Features,FLIPKART,False
TLCGA5KZJCQQUF5D,Model Number,FLIPKART,False
TLCGA5KZJCQQUF5D,Container Type,FLIPKART,False
TLCGA5KZJCQQUF5D,Organic,FLIPKART,False
TLCGA5KZJCQQUF5D,Quantity,FLIPKART,True
TLCGA5KZJCQQUF5D,Pack of,FLIPKART,True
TLCGA5KZJCQQUF5D,Ingredient Type,FLIPKART,False
TLCGA5KZJCQQUF5D,Model Name,FLIPKART,True
TLCG3PEXMPFZ2GFG,Country of Origin,FLIPKART,False
TLCG3PEXMPFZ2GFG,Sales Package,FLIPKART,False
TLCG3PEXMPFZ2GFG,Maximum Shelf Life,FLIPKART,False
TLCG3PEXMPFZ2GFG,Fragrance,FLIPKART,False
TLCG3PEXMPFZ2GFG,Brand,FLIPKART,True
TLCG3PEXMPFZ2GFG,Ideal For,FLIPKART,True
TLCG3PEXMPFZ2GFG,Other Features,FLIPKART,False
TLCG3PEXMPFZ2GFG,Model Number,FLIPKART,False
TLCG3PEXMPFZ2GFG,Container Type,FLIPKART,False
TLCG3PEXMPFZ2GFG,Organic,FLIPKART,False
TLCG3PEXMPFZ2GFG,Quantity,FLIPKART,True
TLCG3PEXMPFZ2GFG,Pack of,FLIPKART,True
TLCG3PEXMPFZ2GFG,Ingredient Type,FLIPKART,False
TLCG3PEXMPFZ2GFG,Model Name,FLIPKART,True
