ASIN,username,rating,title,date,description,keyword,importance,sentiment_score,magnitude,Marketplace,likes,dislikes,verified
SMPFWPAPKY52FY3C,Nikhil Gupta,5,Classy product,2022-06-26 00:00:00,"It doesn't add volume at all; and it doesn't have any other quality like protecting and detangling hair, so it's a waste product. I was using Gold Quinia one before, which was wayyy better than this. This one feels like waste of money.",waste,0.012772851623594761,-0.800000011920929,0.800000011920929,FLIPKART,0,0,"Certified Buyer , Bengaluru"
SMPFWPAPKY52FY3C,Nikhil Gupta,5,Classy product,2022-06-26 00:00:00,"It doesn't add volume at all; and it doesn't have any other quality like protecting and detangling hair, so it's a waste product. I was using Gold Quinia one before, which was wayyy better than this. This one feels like waste of money.",money,0.011228686198592186,-0.800000011920929,0.800000011920929,FLIPKART,0,0,"Certified Buyer , Bengaluru"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",pakaging,0.531248927116394,0.4000000059604645,0.8999999761581421,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",effect,0.10045098513364792,0.30000001192092896,0.699999988079071,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",product,0.06261920183897018,0.5,0.5,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",hair,0.048474155366420746,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",pigmentation,0.039263688027858734,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",scalp,0.039263688027858734,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",dandruff,0.039263688027858734,0.5,0.5,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",hairfall,0.0337848998606205,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",diet,0.029739927500486374,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",content,0.02091241255402565,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",body,0.02091241255402565,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Udaipur"
SMPFWPAPDWFZHD26,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,"This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",kratin,0.02091241255402565,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Udaipur"
