ASIN,Title,Brand,Latest Selling Price,Latest BSR,Reviews,Ratings,Sentiment Score,Details Changed,Original Price,Last Day Selling Price,Last Day BSR,Estimated Sales,Fulfilled,Availability,Category,Gender
B09TNBCM4Q,"Lloyd 1.5 Ton 3 Star Inverter Split AC with Anti-Viral + PM 2.5 Filter (GLS18I3FWAVG, 100% Copper, Filter Indication, Installation Check & Chrome Deco Strip), White with Chrome Deco Strip",Lloyd,,59.0,1595,4.1,NA,NA,,,36.0,28.0,NA,0.0,Air Conditioners,
B08X2Q1C58,"Lloyd 1.5 Ton 3 Star Inverter Split AC (GLS18I36WSBP, White)",Lloyd,,508.0,21,3.8,NA,NA,,,483.0,11.0,NA,0.0,Air Conditioners,
B09SGNCGFK,"Lloyd 1.5 Ton 3 Star Split AC (GLS18B3YWBEP, 100% Copper, White with Blue Deco Strip)",Lloyd,32999.0,16.0,349,3.9,NA,NA,52990.0,32999.0,22.0,37.0,Fulfilled,1.0,Air Conditioners,
B09SGN2N8P,"Lloyd 0.8 Ton 3 Star Inverter Split AC with Anti-Viral Filter (GLS09I3FWSEL, 100% Copper, Turbo Cool & Silver Deco Strip)",Lloyd,26990.0,97.0,174,3.9,NA,NA,41990.0,26990.0,88.0,24.0,Fulfilled,1.0,Air Conditioners,
B09W3RF92L,"Lloyd 1.5 Ton 3 Star Window AC (Copper, Clean Air Filter, 2021, GLW18B3YWAZS, White)",Lloyd,,363.0,9,3.6,NA,NA,,,353.0,13.0,NA,1.0,Air Conditioners,
B09SGQB576,"Lloyd 1.0 Ton 3 Star Split AC (GLS12B3XWBEP, 100% Copper, White with Blue Deco Strip)",Lloyd,29499.0,48.0,371,3.9,NA,NA,41990.0,29499.0,82.0,31.0,Fulfilled,1.0,Air Conditioners,
B09SGMJD2P,"Lloyd 1.0 Ton 3 Star Window AC (GLW12B3YWSEW, 100% Copper, White with Silver Deco Strip)",Lloyd,,71.0,723,4.0,NA,NA,,,49.0,27.0,NA,0.125,Air Conditioners,
B08V8FN59W,"Lloyd 1.5 Ton 3 Star Window AC (Copper, Clean Air Filter, 2021 Model, GLW18B32WSEW, White)",Lloyd,,18.0,619,3.9,NA,NA,,,16.0,37.0,NA,1.0,Air Conditioners,
B09TNKLD47,"Lloyd 1.5 Ton 5 Star Inverter Split AC with Anti-Viral + PM 2.5 Filter (GLS18I5FWCVG, 100% Copper, Smart 4 Way Swing, Turbo Cool, Low Gas Detection, Clean Filter Indication & Chrome Deco Strip)",Lloyd,37490.0,21.0,831,4.2,NA,NA,60990.0,37490.0,21.0,37.0,Fulfilled,1.0,Air Conditioners,
B08V8J5N7P,"Lloyd 2.0 Ton 3 Star Inverter Split AC (Copper, Anti-Viral & PM 2.5 Filter, 2021 Model, GLS24I36WSEL, White)",Lloyd,,388.0,43,3.8,NA,NA,,,386.0,12.0,NA,0.0,Air Conditioners,
B09VLD3C63,"Lloyd 1.5 Ton 3 Star Inverter Wall Mounted Split AC (GLS18I3PWSBP, White)",Lloyd,33990.0,513.0,10,3.5,NA,NA,59990.0,33990.0,495.0,11.0,Fulfilled,1.0,Air Conditioners,
B085CKNJ62,"Lloyd 1.5 Ton 5 Star Inverter Split AC (LS18I52WBEL, White)",Lloyd,,552.0,19,4.0,NA,NA,,,542.0,10.0,NA,0.0,Air Conditioners,
B09P5NCP8L,"Lloyd 1.0 Ton 3 Star, Wi-Fi, Inverter Split AC (Copper, Automatic Humidity Control, Anti-Viral & HEPA Filter, 2021 Model, GLS12I35WSHL, White)",Lloyd,29999.0,39.0,704,4.1,NA,NA,53990.0,29999.0,56.0,36.0,Fulfilled,1.0,Air Conditioners,
B09SGNMD7R,"Lloyd 1.5 Ton 3 Star Window AC (GLW18B3YWSES, 100% Copper, White with Silver Deco Strip)",Lloyd,26500.0,18.0,619,3.9,NA,NA,40990.0,26500.0,16.0,37.0,Fulfilled,1.0,Air Conditioners,
B09TNS6Y93,"Lloyd 1.0 Ton 5 Star Inverter Split AC with Anti-Viral + PM 2.5 Filter (GLS12I5FWCVG, 100% Copper, Smart 4 Way Swing, Turbo Cool, Filter Indication & Chrome Deco Strip, White with Chrome Deco Strip",Lloyd,,175.0,4,4.5,NA,NA,,,136.0,19.0,NA,0.0,Air Conditioners,
B089WBWNS1,Voltas 2 Ton 5 Star Inverter Split AC (Copper SAC_245V_ADZ (R32) White),Voltas,,137.0,133,4.2,NA,NA,,,80.0,21.0,NA,0.875,Air Conditioners,
B07DB7HWZC,Voltas 2 Ton 2 Star Window AC (Copper 242LZH White),Voltas,,173.0,50,3.6,NA,NA,,,137.0,19.0,NA,1.0,Air Conditioners,
B08TB54NGQ,"Voltas 1.4 Ton 5 Star Inverter Adjustable Split AC (Copper, 2021 175V ADJ, White)",Voltas,,117.0,1408,4.3,NA,NA,,,133.0,22.0,NA,0.875,Air Conditioners,
B08SW4FYZM,"Voltas 1.4 Ton 5 Star Fixed Speed Window AC (Copper, 2021 175 LZH, White), regular",Voltas,27590.0,19.0,1183,4.1,NA,NA,33990.0,27590.0,14.0,37.0,Fulfilled,0.8125,Air Conditioners,
B089D2666Q,"Voltas 1.5 Ton Inverter 5 Star Split AC (185V JZJT, R-32, White)",Voltas,43979.0,69.0,519,4.0,NA,NA,68990.0,43979.0,65.0,27.0,NA,1.0,Air Conditioners,
B09WDMFCQT,"Voltas 1.5 Ton Inverter 3 Star Split AC (183V CAZZ, R-32, White)",Voltas,36990.0,378.0,5,3.0,NA,NA,64990.0,36990.0,361.0,12.0,Fulfilled,1.0,Air Conditioners,
B079MNPXH7,Voltas 1.5 Ton 5 Star Window AC (Copper 185 LZH/185 LZH R32 White),Voltas,,140.0,2105,4.2,NA,NA,,,132.0,21.0,NA,0.25,Air Conditioners,
B09G391BM1,Voltas Split Inverter AC 1.5 Ton 3 Star (SAC 183V CZQ),Voltas,33999.0,28.0,1672,4.0,NA,NA,58990.0,33999.0,12.0,37.0,Fulfilled,1.0,Air Conditioners,
