ASIN,Sentiment Score
B09TNBCM4Q,2.844311377245509
B09SGMJD2P,2.1818181818181817
B09SGNCGFK,2.3333333333333335
B09W3RF92L,1.0
B09TNKLD47,2.375
B08X2Q1C58,1.0
B09SGN2N8P,1.6875
B09SGQB576,2.4210526315789473
B08V8FN59W,3.3333333333333335
B09P5NCP8L,2.6818181818181817
B08V8J5N7P,1.5
B09VLD3C63,2.5
B09SGNMD7R,2.8333333333333335
B09SGLJVLS,2.892857142857143
B08TB54NGQ,2.235294117647059
B07DB7HWZC,1.7142857142857142
B09G391BM1,1.4482758620689655
B08SW4FYZM,2.292307692307692
B089D2666Q,1.9705882352941178
B07XV1CXHQ,2.6
B079MD9LHP,2.037037037037037
B079PW7PMC,1.0
B079MNPXH7,1.7692307692307692
B084Q7JW2J,1.0
B00LWRFC1W,2.4
B07NZNVN78,2.5
B089QD4PDH,2.4285714285714284
B09RFX1NKP,2.5217391304347827
B09RG2SZVX,2.4081632653061225
B08WLPN5TQ,3.6
B08WLPZBG8,1.75
B09RG461YQ,1.5769230769230769
B09P79533V,2.0476190476190474
B0843GL3NT,1.0
B09RG55LZX,2.5
B09RFDT8XR,2.3333333333333335
B09RFCGW4X,1.8235294117647058
B0876SVTN8,2.0
B08XZKDGCM,1.8571428571428572
B09R29RSFH,3.3
B09RN6WQHF,3.076923076923077
B09RP8GB52,3.7142857142857144
B09R248ZWX,3.0251572327044025
B09R3XHPVZ,3.325925925925926
B09R45Q5WP,3.347826086956522
B09R3T1QLW,3.193548387096774
B09R4G1ZNJ,2.8684210526315788
B09TJBPHZR,4.4
B09R3S2NG6,3.2125
B09RP38FBT,3.4444444444444446
B09RPFQ8Z5,3.473684210526316
B09R4DDVQV,3.3636363636363638
B09RK911MP,2.888888888888889
B08Y8YV1RC,2.0
B09RN3YRS6,2.6
B09SD9RX33,1.0
B08Z47LWL4,1.802325581395349
B09ZB69182,1.0
B084QSD48P,1.2857142857142858
B08Z47WSKK,2.3333333333333335
B09WDTYJ54,2.533333333333333
B09WDSTF8T,2.130434782608696
B08KWF94JG,1.5
B08Z47KQXM,2.4
B08H7X6W8P,1.0
B08Y8Z3PLL,1.5833333333333333
B07NQJW8X3,2.0
B09R4RTJ2B,2.5
B07QMBVPGY,1.6666666666666667
B09R4SF5SP,2.6551724137931036
B09SW6XS13,3.0
B09R9RQZ9L,2.0
B09R4QLDWK,2.9411764705882355
B09SW7PK5L,2.6
B09R4R2L76,2.909090909090909
B09SW8FP11,2.540983606557377
B09R9RDNNH,2.6
B09R4RZB11,2.4814814814814814
B09SW7RWSD,2.0
B08BTJL4CT,3.0
B09R4RFRFY,2.1666666666666665
B09NS5B6TP,2.9285714285714284
B09WV7FRZW,3.3125
B09NS54RPJ,2.255813953488372
B09NS5CBC5,2.9444444444444446
B07KRBW7X8,1.0
B09NS6SS7T,3.75
B09NS59LJV,2.6630434782608696
B09NS5TKPN,2.51528384279476
B09WRG7HDV,2.3636363636363638
B09PZ1GZ8R,2.5714285714285716
B09NS5K7HF,2.7142857142857144
B082TGK3K8,3.317073170731707
B09NS4BRK3,2.7222222222222223
B09NS5Y4BG,2.8205128205128207
B09NS6KFP1,3.2
B09NS5G1F9,2.942857142857143
B085P7F3X3,3.0
B085P835T8,1.0
B085P8BMRF,1.0
B085P7FKSJ,3.0
B09RDSZVGV,2.7540983606557377
B08WLNTLH1,1.0
B09RKBM3XV,3.4782608695652173
B09R4QY15Z,1.5714285714285714
