Amazon_URL,ASIN,Flipkart_URL,PID,LID,Marketplace,static
www.amazon.in/dp/B08WCYRDD3,B08WCYRDD3,https://www.flipkart.com/panasonic-lr6eg-12b-4-battery/p/itme1ae232584531?pid=ACCG3YRWW6JSEH7S&lid=LSTACCG3YRWW6JSEH7SVVL2TX&marketplace=FLIPKART&q=Panasonic+EVOLTA+Alkaline+AA+Battery%2C+Pack+of+12&store=tyy%2F4mr%2Fw65&srno=s_1_31&otracker=search&otracker1=search&fm=Search&iid=6afc9d53-b296-4438-9e6f-66a1fedb2ec3.ACCG3YRWW6JSEH7S.SEARCH&ppt=sp&ppn=sp&ssid=sgzq9xu8xs0000001644912375210&qH=ad8ab0bb38d634b5,ACCG3YRWW6JSEH7S,LSTACCG3YRWW6JSEH7SVVL2TX,FLIPKART,https://www.flipkart.com/panasonic-lr6eg-12b-4-battery/p/itme1ae232584531
www.amazon.in/dp/B00M6MWZ26,B00M6MWZ26,,,,,
www.amazon.in/dp/B008194UIU,B008194UIU,,,,,
www.amazon.in/dp/B0846MQZ8R,B0846MQZ8R,,,,,
www.amazon.in/dp/B078PMSF1X,B078PMSF1X,,,,,
www.amazon.in/dp/B07FBMT29Q,B07FBMT29Q,,,,,
www.amazon.in/dp/B09689JGC4,B09689JGC4,https://www.flipkart.com/duracell-alkaline-aa-chhota-power-battery/p/itmb0b28e2792c4a?pid=ACCG467H6HDAH2F7&lid=LSTACCG467H6HDAH2F7TJHS1I&marketplace=FLIPKART&q=Duracell+Alkaline+AA+Battery+Chhota+Power&store=tyy%2F4mr%2Fw65&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=6ad0ab6f-7ae6-434e-bf80-6f625816eacf.ACCG467H6HDAH2F7.SEARCH&ppt=sp&ppn=sp&ssid=i59dy8ezdc0000001644912314074&qH=fab586cb22c2871b,ACCG467H6HDAH2F7,LSTACCG467H6HDAH2F7TJHS1I,FLIPKART,https://www.flipkart.com/duracell-alkaline-aa-chhota-power-battery/p/itmb0b28e2792c4a
www.amazon.in/dp/B004U13RI2,B004U13RI2,https://www.flipkart.com/panasonic-alkaline-lr20-d-size-battery/p/itm3d27e490f9008?pid=ACCFV3ABPCHJKSDH&lid=LSTACCFV3ABPCHJKSDHEGAPDN&marketplace=FLIPKART&q=Panasonic+Alkaline+D+Battery&store=tyy%2F4mr&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=cac211c9-433b-4371-b175-a00673379f8e.ACCFV3ABPCHJKSDH.SEARCH&ppt=sp&ppn=sp&ssid=qmzozrqif40000001644912264428&qH=6cc48dca6c23a511,ACCFV3ABPCHJKSDH,LSTACCFV3ABPCHJKSDHEGAPDN,FLIPKART,https://www.flipkart.com/panasonic-alkaline-lr20-d-size-battery/p/itm3d27e490f9008
www.amazon.in/dp/B00724OANK,B00724OANK,https://www.flipkart.com/duracell-cr-2032-battery/p/itmc842cff72c2a4?pid=ACCFGDJ6JBCJHN88&lid=LSTACCFGDJ6JBCJHN88PC66TV&marketplace=FLIPKART&q=Duracell+cr2032+Pack+of+2&store=tyy%2F4mr%2Fw65&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=73cb4ab3-8c42-48cc-ae2c-b684d009fd8c.ACCFGDJ6JBCJHN88.SEARCH&ppt=sp&ppn=sp&ssid=oib1fjlp9c0000001644912223095&qH=1b29ae216302b036,ACCFGDJ6JBCJHN88,LSTACCFGDJ6JBCJHN88PC66TV,FLIPKART,https://www.flipkart.com/duracell-cr-2032-battery/p/itmc842cff72c2a4
www.amazon.in/dp/B076VP2FTM,B076VP2FTM,https://www.flipkart.com/uniross-1000-mah-ni-mh-aa-battery/p/itmdqh4vuhcwyqhz?pid=ACCDQH4UGKD7K77W&lid=LSTACCDQH4UGKD7K77W4XVWSP&marketplace=FLIPKART&q=EVEREADY+Rechargeable+Batteries+-+by+Fratelli+-+Uniross+%28600MAH+-+4+Battery+Pack%29&store=tyy%2F4mr%2Fw65&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=a4366375-c981-4ba9-8ea6-ca738a54c5f3.ACCDQH4UGKD7K77W.SEARCH&ppt=sp&ppn=sp&ssid=kcgnow8sy80000001644903390923&qH=922848f32b1b654e,ACCDQH4UGKD7K77W,LSTACCDQH4UGKD7K77W4XVWSP,FLIPKART,https://www.flipkart.com/uniross-1000-mah-ni-mh-aa-battery/p/itmdqh4vuhcwyqhz
www.amazon.in/dp/B07DCRG8S1,B07DCRG8S1,,,,,
www.amazon.in/dp/B08WDT9ZDT,B08WDT9ZDT,,,,,
www.amazon.in/dp/B08N6P6SBJ,B08N6P6SBJ,,,,,
www.amazon.in/dp/B00S7KE0Y2,B00S7KE0Y2,,,,,
www.amazon.in/dp/B00CLURRPS,B00CLURRPS,https://www.flipkart.com/duracell-cr-2025-battery/p/itmfby2zaxczqgpr?pid=ACCFAZ5ZQHNGVKMV&lid=LSTACCFAZ5ZQHNGVKMVT5F7FR&marketplace=FLIPKART&q=DURDL20254PK+-+Duracell+Button+Cell+Lithium+Battery+2025+4+pack&store=tyy%2F4mr%2Fw65&srno=s_1_22&otracker=search&otracker1=search&fm=Search&iid=0900bc38-6fae-4c97-971f-db22b90c2f38.ACCFAZ5ZQHNGVKMV.SEARCH&ppt=sp&ppn=sp&ssid=itik78v0gw0000001644904006411&qH=757681a9e0f165a4,ACCFAZ5ZQHNGVKMV,LSTACCFAZ5ZQHNGVKMVT5F7FR,FLIPKART,https://www.flipkart.com/duracell-cr-2025-battery/p/itmfby2zaxczqgpr
www.amazon.in/dp/B002YN2UWW,B002YN2UWW,,,,,
www.amazon.in/dp/B0031VXQEM,B0031VXQEM,,,,,
www.amazon.in/dp/B000B8WYGE,B000B8WYGE,,,,,
www.amazon.in/dp/B08WCLK518,B08WCLK518,,,,,
www.amazon.in/dp/B000XSG300,B000XSG300,,,,,
www.amazon.in/dp/B003SI0TD4,B003SI0TD4,,,,,
www.amazon.in/dp/B07VKQ6XLZ,B07VKQ6XLZ,,,,,
www.amazon.in/dp/B00CHUQUTG,B00CHUQUTG,,,,,
www.amazon.in/dp/B00W5C1P32,B00W5C1P32,https://www.flipkart.com/energizer-primary-alkaline-batteries-d-size-battery/p/itm5d6edf89beee5?pid=ACCG2EZ2HXPMUPZT&lid=LSTACCG2EZ2HXPMUPZT6XST2F&marketplace=FLIPKART&q=Energizer+Max+Alkaline+D+Batteries%2C+2+Pack&store=tyy%2F4mr%2Fw65&srno=s_1_22&otracker=search&otracker1=search&fm=Search&iid=caf1069a-2f0a-4222-93f8-9a2421c5dbaf.ACCG2EZ2HXPMUPZT.SEARCH&ppt=sp&ppn=sp&ssid=90amkag08w0000001644905580420&qH=5fc5eaf90508b1cc,ACCG2EZ2HXPMUPZT,LSTACCG2EZ2HXPMUPZT6XST2F,FLIPKART,https://www.flipkart.com/energizer-primary-alkaline-batteries-d-size-battery/p/itm5d6edf89beee5
www.amazon.in/dp/B07KKKDV3Q,B07KKKDV3Q,,,,,
www.amazon.in/dp/B07Y24GN3H,B07Y24GN3H,https://www.flipkart.com/energizer-primary-alkaline-batteries-max-3a-battery/p/itm080385affbbe2?pid=ACCG2EZ2NG3FFZAX&lid=LSTACCG2EZ2NG3FFZAXJQFEEX&marketplace=GROCERY&q=Energizer+Max+Alkaline+AAA+Batteries+-+Pack+of+6&store=tyy%2F4mr%2Fw65&spotlightTagId=BestsellerId_tyy%2F4mr%2Fw65&srno=s_1_26&otracker=search&otracker1=search&fm=Search&iid=eef8ac4e-5e54-435a-87c6-5d42948ecb34.ACCG2EZ2NG3FFZAX.SEARCH&ppt=sp&ppn=sp&ssid=kzc1zrvohs0000001644905876048&qH=4e45a673220a59ed,ACCG2EZ2NG3FFZAX,LSTACCG2EZ2NG3FFZAXJQFEEX,GROCERY,https://www.flipkart.com/energizer-primary-alkaline-batteries-max-3a-battery/p/itm080385affbbe2
www.amazon.in/dp/B0154FBFZE,B0154FBFZE,,,,,
www.amazon.in/dp/B071KP36F3,B071KP36F3,https://www.flipkart.com/panasonic-cr-1220-5be-lithium-coin-pack-5-battery/p/itm42193ded33b32?pid=ACCFZKSGJ4MBB3SA&lid=LSTACCFZKSGJ4MBB3SAS2GBXN&marketplace=FLIPKART&q=Panasonic+Lithium+Coin+Battery+CR1220%2C+Pack+of+5&store=tyy%2F4mr%2Fw65&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=9e3933f6-d64a-4ca4-a22f-d6cf082580ec.ACCFZKSGJ4MBB3SA.SEARCH&ppt=sp&ppn=sp&ssid=8sndgkok7k0000001644906207765&qH=d88c10611c5c82a1,ACCFZKSGJ4MBB3SA,LSTACCFZKSGJ4MBB3SAS2GBXN,FLIPKART,https://www.flipkart.com/panasonic-cr-1220-5be-lithium-coin-pack-5-battery/p/itm42193ded33b32
www.amazon.in/dp/B071CNQ3TG,B071CNQ3TG,,,,,
www.amazon.in/dp/B0023T8OUY,B0023T8OUY,,,,,
www.amazon.in/dp/B0006ZSQBE,B0006ZSQBE,https://www.flipkart.com/energizer-ultimate-l92bp2-aaa-lithium-battery/p/itm3a8e61697375c?pid=ACCFP9GY4XGXED9N&lid=LSTACCFP9GY4XGXED9N34V03T&marketplace=FLIPKART&q=Energizer+Ultimate+L92BP2+AAA+Lithium+Battery%2C+Silver&store=tyy%2F4mr%2Fw65&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=d6570c3a-c979-4b96-81d6-8ae9355b3c0e.ACCFP9GY4XGXED9N.SEARCH&ppt=sp&ppn=sp&ssid=17trdji0xc0000001644906424138&qH=2c884552c1982edd,ACCFP9GY4XGXED9N,LSTACCFP9GY4XGXED9N34V03T,FLIPKART,https://www.flipkart.com/energizer-ultimate-l92bp2-aaa-lithium-battery/p/itm3a8e61697375c
www.amazon.in/dp/B07221Z89P,B07221Z89P,https://www.flipkart.com/panasonic-cr-2450-5be-lithium-coin-pack-5-battery/p/itmd35a336d6255f?pid=ACCFZJU6H8JHUHEY&lid=LSTACCFZJU6H8JHUHEYGXU1XA&marketplace=FLIPKART&q=Panasonic+Lithium+Coin+Battery+CR2450%2C+Pack+of+5&store=tyy%2F4mr%2Fw65&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=74e6c07e-5fb8-4ca6-a9aa-1dc379dda973.ACCFZJU6H8JHUHEY.SEARCH&ppt=sp&ppn=sp&ssid=gv4g274lc00000001644906554257&qH=c5fefd9287996a36,ACCFZJU6H8JHUHEY,LSTACCFZJU6H8JHUHEYGXU1XA,FLIPKART,https://www.flipkart.com/panasonic-cr-2450-5be-lithium-coin-pack-5-battery/p/itmd35a336d6255f
www.amazon.in/dp/B08BXVXB5V,B08BXVXB5V,,,,,
www.amazon.in/dp/B0002JY712,B0002JY712,https://www.flipkart.com/panasonic-hhr-p104-830ma-rechargeable-cordless-phone-battery/p/itm8c391056bfcef?pid=ACCFZKSYEXJXYZHR&lid=LSTACCFZKSYEXJXYZHRE2ONXG&marketplace=FLIPKART&q=Panasonic+Cordless+&store=search.flipkart.com&srno=s_2_57&otracker=search&otracker1=search&fm=Search&iid=54981512-3224-40ed-83f6-d2da058eee27.ACCFZKSYEXJXYZHR.SEARCH&ppt=sp&ppn=sp&ssid=xjluiagsds0000001644906723136&qH=ae3a2f7e16a6dddd,ACCFZKSYEXJXYZHR,LSTACCFZKSYEXJXYZHRE2ONXG,FLIPKART,https://www.flipkart.com/panasonic-hhr-p104-830ma-rechargeable-cordless-phone-battery/p/itm8c391056bfcef
www.amazon.in/dp/B0716NTH5V,B0716NTH5V,,,,,
www.amazon.in/dp/B08KTF9J2X,B08KTF9J2X,,,,,
www.amazon.in/dp/B00EZLY55G,B00EZLY55G,,,,,
www.amazon.in/dp/B003UOWDCG,B003UOWDCG,https://www.flipkart.com/duracell-mn21-batteries-2pcs-battery/p/itm6785a21180395?pid=ACCFJASY83VUPQ8Y&lid=LSTACCFJASY83VUPQ8Y4XL4HJ&marketplace=FLIPKART&q=Duracell+MN21+%28+A23+%29+12V+line+Battery+Pack+of+2&store=tyy%2F4mr&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=3f3fecc5-7c2b-4533-8450-21bd8057cbd0.ACCFJASY83VUPQ8Y.SEARCH&ppt=sp&ppn=sp&ssid=yxku1rkntc0000001644906954961&qH=dfafc50d7f5d4405,ACCFJASY83VUPQ8Y,LSTACCFJASY83VUPQ8Y4XL4HJ,FLIPKART,https://www.flipkart.com/duracell-mn21-batteries-2pcs-battery/p/itm6785a21180395
www.amazon.in/dp/B07Z4JPCX9,B07Z4JPCX9,,,,,
www.amazon.in/dp/B008HTUIT4,B008HTUIT4,,,,,
www.amazon.in/dp/B0846N3QRX,B0846N3QRX,,,,,
www.amazon.in/dp/B08WC67D5K,B08WC67D5K,https://www.flipkart.com/panasonic-lr03eg-10b-4-battery/p/itm058f63b164d78?pid=ACCG3YRWAGFZZCRG&lid=LSTACCG3YRWAGFZZCRG0QVJNK&marketplace=FLIPKART&q=Panasonic+EVOLTA+Alkaline+AAA+Battery%2C+Pack+of+10&store=tyy%2F4mr%2Fw65&srno=s_1_16&otracker=search&otracker1=search&fm=Search&iid=6e46ec45-a6ec-44db-93ca-a9c43ce3c958.ACCG3YRWAGFZZCRG.SEARCH&ppt=sp&ppn=sp&ssid=jh97hfk8jk0000001644907297337&qH=4e30998e964d6578,ACCG3YRWAGFZZCRG,LSTACCG3YRWAGFZZCRG0QVJNK,FLIPKART,https://www.flipkart.com/panasonic-lr03eg-10b-4-battery/p/itm058f63b164d78
www.amazon.in/dp/B00M41FPM6,B00M41FPM6,https://www.flipkart.com/duracell-aa-battery/p/itmfgfy7faf5gwch?pid=ACCECJD9UW4SGKGF&lid=LSTACCECJD9UW4SGKGFLTLWZA&marketplace=FLIPKART&q=Duracell+AA%2C+LR6+Alkaline+Battery&store=tyy%2F4mr%2Fw65&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=995aa8d2-3f09-4f97-a77e-c578565a13fa.ACCECJD9UW4SGKGF.SEARCH&ppt=sp&ppn=sp&ssid=y7q2sndgdc0000001644907460924&qH=a18f0dbf3665309d,ACCECJD9UW4SGKGF,LSTACCECJD9UW4SGKGFLTLWZA,FLIPKART,https://www.flipkart.com/duracell-aa-battery/p/itmfgfy7faf5gwch
www.amazon.in/dp/B00M6P5NRC,B00M6P5NRC,https://www.flipkart.com/panasonic-alkaline-aa-battery/p/itmdd00ca101d5f1?pid=ACCEVCZGP9GHZHYY&lid=LSTACCEVCZGP9GHZHYYYWMSLA&marketplace=GROCERY&q=Panasonic+Alkaline+AA+Battery%2C+Pack+of+6&store=tyy%2F4mr%2Fw65&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=3d4f680a-4956-4d6f-8e45-6a81a27d4165.ACCEVCZGP9GHZHYY.SEARCH&ppt=sp&ppn=sp&ssid=1gybqqsdkw0000001644907516771&qH=d61b9a30e098ca6b,ACCEVCZGP9GHZHYY,LSTACCEVCZGP9GHZHYYYWMSLA,GROCERY,https://www.flipkart.com/panasonic-alkaline-aa-battery/p/itmdd00ca101d5f1
www.amazon.in/dp/B00IMA6AS6,B00IMA6AS6,,,,,
www.amazon.in/dp/B0002DSVS8,B0002DSVS8,,,,,
www.amazon.in/dp/B073GNQ5BC,B073GNQ5BC,,,,,
www.amazon.in/dp/B00EZM27GY,B00EZM27GY,,,,,
www.amazon.in/dp/B01K4AULT0,B01K4AULT0,,,,,
www.amazon.in/dp/B094MTML7Y,B094MTML7Y,,,,,
www.amazon.in/dp/B00M6NNHCM,B00M6NNHCM,https://www.flipkart.com/duracell-223-cr-p2-battery/p/itm644d5dd238bae?pid=ACCFZY89ZJB4XMFU&lid=LSTACCFZY89ZJB4XMFUOPRLCH&marketplace=FLIPKART&q=Duracell+Ultra+223+CR-P2+Battery+for+Camera&store=tyy%2F4mr%2Fw65&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=073ada6b-db1c-409e-b6a2-102af293f596.ACCFZY89ZJB4XMFU.SEARCH&ppt=sp&ppn=sp&ssid=cr9c96j0hs0000001644908778851&qH=e45b34c3fe74469d,ACCFZY89ZJB4XMFU,LSTACCFZY89ZJB4XMFUOPRLCH,FLIPKART,https://www.flipkart.com/duracell-223-cr-p2-battery/p/itm644d5dd238bae
www.amazon.in/dp/B08FHB6ZCN,B08FHB6ZCN,,,,,
www.amazon.in/dp/B006N25CEI,B006N25CEI,https://www.flipkart.com/energizer-cr-2032-battery/p/itm701cab3e70ad8?pid=ACCFJHS458X7CJMB&lid=LSTACCFJHS458X7CJMBMEAIZO&marketplace=FLIPKART&q=Energizer+CR2032&store=tyy%2F4mr%2Fw65&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=91beab6a-738a-4bba-8763-f0215f4df80b.ACCFJHS458X7CJMB.SEARCH&ppt=sp&ppn=sp&ssid=fwrcyq9xcw0000001644909045925&qH=b3573e8dad4421a7,ACCFJHS458X7CJMB,LSTACCFJHS458X7CJMBMEAIZO,FLIPKART,https://www.flipkart.com/energizer-cr-2032-battery/p/itm701cab3e70ad8
www.amazon.in/dp/B07JFB9NQT,B07JFB9NQT,,,,,
www.amazon.in/dp/B00009QJVP,B00009QJVP,,,,,
www.amazon.in/dp/B07G5W3754,B07G5W3754,,,,,
www.amazon.in/dp/B00V1IS8A4,B00V1IS8A4,https://www.flipkart.com/duracell-dl223-battery/p/itm95763021c1ef2?pid=ACCFZY9XXFEAS7KG&lid=LSTACCFZY9XXFEAS7KGZU2GIN&marketplace=FLIPKART&q=Duracell+Dl223+1%2FEA+Abpk+Ultra+High+Power+Lithium+Battery&store=tyy%2F4mr%2Fw65&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=7a3eaa95-cea4-4eef-93a1-f6f9df18cd73.ACCFZY9XXFEAS7KG.SEARCH&ppt=sp&ppn=sp&ssid=vzcx3iucls0000001644909471206&qH=2703c7d11a55e8cd,ACCFZY9XXFEAS7KG,LSTACCFZY9XXFEAS7KGZU2GIN,FLIPKART,https://www.flipkart.com/duracell-dl223-battery/p/itm95763021c1ef2
www.amazon.in/dp/B08P8Y6CLB,B08P8Y6CLB,,,,,
www.amazon.in/dp/B01A6UQDUY,B01A6UQDUY,,,,,
www.amazon.in/dp/B00S7XE3UA,B00S7XE3UA,,,,,
www.amazon.in/dp/B0032OX3NC,B0032OX3NC,,,,,
www.amazon.in/dp/B00OS4RE7Q,B00OS4RE7Q,,,,,
www.amazon.in/dp/B074PV5XWB,B074PV5XWB,https://www.flipkart.com/psc-prime-br-2-3agct4a-battery/p/itm95eab4c3db61d?pid=ACCFYYAZYHBFVXES&lid=LSTACCFYYAZYHBFVXESS3Y2RH&marketplace=FLIPKART&q=Panasonic+2%2C+3AGCT4A+Lithium+Cell+%28Yellow%29&store=tyy%2F4mr%2Fw65&srno=s_1_8&otracker=search&otracker1=search&fm=Search&iid=b9d8e097-d704-458f-9364-b011cc0ae505.ACCFYYAZYHBFVXES.SEARCH&ppt=sp&ppn=sp&ssid=kwt29o6kv40000001644903827721&qH=50a954912c166e2e,ACCFYYAZYHBFVXES,LSTACCFYYAZYHBFVXESS3Y2RH,FLIPKART,https://www.flipkart.com/psc-prime-br-2-3agct4a-battery/p/itm95eab4c3db61d
www.amazon.in/dp/B00M6P5NRC,B00M6P5NRC,https://www.flipkart.com/panasonic-alkaline-aa-battery/p/itmdd00ca101d5f1?pid=ACCEVCZGP9GHZHYY&lid=LSTACCEVCZGP9GHZHYYYWMSLA&marketplace=GROCERY&q=Panasonic+Alkaline+AA+Battery%2C+Pack+of+6&store=tyy%2F4mr%2Fw65&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=85c53ab9-d310-43c5-a92e-33f419162433.ACCEVCZGP9GHZHYY.SEARCH&ppt=sp&ppn=sp&ssid=ipgd8471dc0000001644904179694&qH=d61b9a30e098ca6b,ACCEVCZGP9GHZHYY,LSTACCEVCZGP9GHZHYYYWMSLA,GROCERY,https://www.flipkart.com/panasonic-alkaline-aa-battery/p/itmdd00ca101d5f1
www.amazon.in/dp/B07R3386PP,B07R3386PP,https://www.flipkart.com/duracell-chhota-power-aaa-battery/p/itm6ef8a57704e42?pid=ACCG2VB4PAMDBKCG&lid=LSTACCG2VB4PAMDBKCGK6DC2H&marketplace=FLIPKART&q=Duracell+Chota+Power+AAA+Alkaline+Batteries+pack+of+10&store=tyy%2F4mr%2Fw65&srno=s_1_7&otracker=search&otracker1=search&fm=Search&iid=7a1a1bf1-e26a-4129-8aa8-15dab77a8070.ACCG2VB4PAMDBKCG.SEARCH&ppt=sp&ppn=sp&ssid=37m0uqixjk0000001644904533406&qH=fbdbe8f9121ea4d2,ACCG2VB4PAMDBKCG,LSTACCG2VB4PAMDBKCGK6DC2H,FLIPKART,https://www.flipkart.com/duracell-chhota-power-aaa-battery/p/itm6ef8a57704e42
www.amazon.in/dp/B0013AE6DI,B0013AE6DI,https://www.flipkart.com/panasonic-2cr5-photo-lithium-battery/p/itmb56c4ae806ef5?pid=ACCFZKTACC95VQGZ&lid=LSTACCFZKTACC95VQGZHYJTPA&marketplace=FLIPKART&q=Panasonic+2CR5+Photo+Lithium+Battery&store=tyy%2F4mr%2Fw65&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=3fcbb7ae-10a1-4a93-af34-ec95c40b43d3.ACCFZKTACC95VQGZ.SEARCH&ppt=sp&ppn=sp&ssid=z3lf6wqe280000001644904662749&qH=75caacadf486f6ba,ACCFZKTACC95VQGZ,LSTACCFZKTACC95VQGZHYJTPA,FLIPKART,https://www.flipkart.com/panasonic-2cr5-photo-lithium-battery/p/itmb56c4ae806ef5
www.amazon.in/dp/B076VV497B,B076VV497B,https://www.flipkart.com/uniross-2700-mah-ni-mh-aa-battery/p/itmdsv62pzmaysbq?pid=ACCDSV6FSJ5KECSU&lid=LSTACCDSV6FSJ5KECSUUT4R9A&marketplace=FLIPKART&q=EVEREADY+Rechargeable+NI-MH+Batteries+-+by+Fratelli+-Uniross+%282700+MAH+-+2+Battery+Pack%29&store=tyy%2F4mr%2Fw65&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=8acc753c-55fb-4f5d-90c8-dbfd39e83d54.ACCDSV6FSJ5KECSU.SEARCH&ppt=sp&ppn=sp&ssid=hrlpegknzk0000001644904782004&qH=c8d32125f587d700,ACCDSV6FSJ5KECSU,LSTACCDSV6FSJ5KECSUUT4R9A,FLIPKART,https://www.flipkart.com/uniross-2700-mah-ni-mh-aa-battery/p/itmdsv62pzmaysbq
www.amazon.in/dp/B094MM4RN5,B094MM4RN5,,,,,
www.amazon.in/dp/B008FQXZLW,B008FQXZLW,,,,,
www.amazon.in/dp/B00EZM1YFY,B00EZM1YFY,,,,,
www.amazon.in/dp/B0002DUQDQ,B0002DUQDQ,,,,,
www.amazon.in/dp/B06Y3YRL7M,B06Y3YRL7M,,,,,
www.amazon.in/dp/B07SMTBD2T,B07SMTBD2T,,,,,
www.amazon.in/dp/B000EA1IJS,B000EA1IJS,,,,,
www.amazon.in/dp/B08WC7GRW4,B08WC7GRW4,,,,,
www.amazon.in/dp/B004J2ZFX2,B004J2ZFX2,,,,,
www.amazon.in/dp/B01FWKIMKC,B01FWKIMKC,,,,,
www.amazon.in/dp/B004I0OEZK,B004I0OEZK,,,,,
www.amazon.in/dp/B00443YFUU,B00443YFUU,,,,,
www.amazon.in/dp/B08WCPMHWR,B08WCPMHWR,,,,,
www.amazon.in/dp/B096V5J649,B096V5J649,,,,,
www.amazon.in/dp/B015ZJ2J5E,B015ZJ2J5E,,,,,
www.amazon.in/dp/B00ABKXVB4,B00ABKXVB4,,,,,
www.amazon.in/dp/B007ZHXFJY,B007ZHXFJY,,,,,
www.amazon.in/dp/B06Y3PMMPN,B06Y3PMMPN,,,,,
www.amazon.in/dp/B0002FQWQY,B0002FQWQY,,,,,
www.amazon.in/dp/B006T9DS0A,B006T9DS0A,,,,,
www.amazon.in/dp/B004EBVNPM,B004EBVNPM,,,,,
www.amazon.in/dp/B0899MH88V,B0899MH88V,,,,,
www.amazon.in/dp/B006T9BFCS,B006T9BFCS,https://www.flipkart.com/energizer-e96bp-battery/p/itm5e1feb1d13cec?pid=ACCFP9H2SWGJQBEV&lid=LSTACCFP9H2SWGJQBEVIERCS5&marketplace=FLIPKART&q=Energizer+E96+AAAA+Alkaline+Battery+%282+Pack%29%2C+Silver%2C+Small&store=tyy%2F4mr%2Fw65&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=20a8030d-2e91-4cf6-96f9-8cd6a9e6ac9b.ACCFP9H2SWGJQBEV.SEARCH&ppt=sp&ppn=sp&ssid=ozlo2dclog0000001644908163557&qH=baed6d8ef2600fd6,ACCFP9H2SWGJQBEV,LSTACCFP9H2SWGJQBEVIERCS5,FLIPKART,https://www.flipkart.com/energizer-e96bp-battery/p/itm5e1feb1d13cec
www.amazon.in/dp/B0044P3J2I,B0044P3J2I,,,,,
www.amazon.in/dp/B00DKYJEG4,B00DKYJEG4,,,,,
www.amazon.in/dp/B07Z4JYJ86,B07Z4JYJ86,,,,,
www.amazon.in/dp/B00009QJVY,B00009QJVY,https://www.flipkart.com/duracell-223-ultra-lithium-photo-camera-battery/p/itm925eca3f1de10?pid=ACCERNMVGWCHXYCY&lid=LSTACCERNMVGWCHXYCY783JDG&marketplace=FLIPKART&q=Duracell+223+Ultra+Lithium+Photo+Camera+Battery%2C+1+pc&store=tyy%2F4mr%2Fw65&spotlightTagId=TrendingId_tyy%2F4mr%2Fw65&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=48871649-ffe9-4b03-be71-aa9c1f5f1475.ACCERNMVGWCHXYCY.SEARCH&ppt=sp&ppn=sp&ssid=wf7xoym1740000001644908695448&qH=c5c6e42a54c18940,ACCERNMVGWCHXYCY,LSTACCERNMVGWCHXYCY783JDG,FLIPKART,https://www.flipkart.com/duracell-223-ultra-lithium-photo-camera-battery/p/itm925eca3f1de10
www.amazon.in/dp/B004KDVNZO,B004KDVNZO,,,,,
www.amazon.in/dp/B0043CHWHA,B0043CHWHA,,,,,
www.amazon.in/dp/B09689JGC4,B09689JGC4,https://www.flipkart.com/duracell-alkaline-aa-chhota-power-battery/p/itmb0b28e2792c4a?pid=ACCG467H6HDAH2F7&lid=LSTACCG467H6HDAH2F7TJHS1I&marketplace=FLIPKART&q=Duracell+Alkaline+AA+Battery+Chhota+Power%2C+8+Pcs&store=tyy%2F4mr%2Fw65&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=d2ee332f-40b7-4b68-b844-ea363baffe9b.ACCG467H6HDAH2F7.SEARCH&ppt=sp&ppn=sp&ssid=07fd2opy280000001644908941344&qH=4acb98913b069ea8,ACCG467H6HDAH2F7,LSTACCG467H6HDAH2F7TJHS1I,FLIPKART,https://www.flipkart.com/duracell-alkaline-aa-chhota-power-battery/p/itmb0b28e2792c4a
www.amazon.in/dp/B0070RS00I,B0070RS00I,,,,,
www.amazon.in/dp/B07CKBVNR6,B07CKBVNR6,https://www.flipkart.com/duracell-dlcr2-3v-battery/p/itmfbfb082a8e055?pid=ACCFZYBYXNSNMK4X&lid=LSTACCFZYBYXNSNMK4XFZKAR4&marketplace=FLIPKART&q=Duracell+Ultra+CR2+3V+Lithium+Photo+Battery+-+Pack+of+2&store=tyy%2F4mr%2Fw65&srno=s_1_6&otracker=search&otracker1=search&fm=Search&iid=73db364b-ea51-4e96-810a-d994a2760614.ACCFZYBYXNSNMK4X.SEARCH&ppt=sp&ppn=sp&ssid=6c04porxa80000001644909136492&qH=95852b28397155fb,ACCFZYBYXNSNMK4X,LSTACCFZYBYXNSNMK4XFZKAR4,FLIPKART,https://www.flipkart.com/duracell-dlcr2-3v-battery/p/itmfbfb082a8e055
